well,date,water_mAOD,depth_below_ground
nw5,2005-07,5.235,-0.49
nw5,2005-08,4.97,-0.755
nw5,2005-09,4.705,-1.02
nw5,2005-10,5.192,-0.533
nw5,2005-11,5.695,-0.03
nw5,2005-12,5.75,0.025
nw5,2006-01,5.75,0.025
nw5,2006-02,5.76,0.035
nw5,2006-03,5.768,0.043
nw5,2006-04,5.658,-0.067
nw5,2006-05,5.645,-0.08
nw5,2006-06,5.435,-0.29
nw5,2006-07,5.305,-0.42
nw5,2006-08,5.275,-0.45
nw5,2006-09,4.995,-0.73
nw5,2006-10,5.205,-0.52
nw5,2006-11,5.425,-0.3
nw5,2006-12,5.785,0.06
nw5,2007-01,6.025,0.3
nw5,2007-02,5.855,0.13
nw5,2007-03,5.715,-0.01
nw5,2007-04,5.535,-0.19
nw5,2007-05,5.365,-0.36
nw5,2007-06,5.385,-0.34
nw5,2007-07,5.155,-0.57
nw5,2007-08,5.045,-0.68
nw5,2007-09,5.105,-0.62
nw5,2007-10,4.955,-0.77
nw5,2007-11,5.095,-0.63
nw5,2007-12,5.215,-0.51
nw5,2008-01,5.595,-0.13
nw5,2008-02,5.495,-0.23
nw5,2008-03,5.505,-0.22
nw5,2008-04,5.375,-0.35
nw5,2008-05,5.155,-0.57
nw5,2008-06,5.185,-0.54
nw5,2008-07,4.995,-0.73
nw5,2008-08,4.975,-0.75
nw5,2008-09,4.965,-0.76
nw5,2008-10,5.685,-0.04
nw5,2008-11,5.715,-0.01
nw5,2008-12,5.745,0.02
nw5,2009-01,5.775,0.05
nw5,2009-02,5.645,-0.08
nw5,2009-03,5.475,-0.25
nw5,2009-04,5.525,-0.2
nw5,2009-05,5.165,-0.56
nw5,2009-06,4.925,-0.8
nw5,2009-07,4.915,-0.81
nw5,2009-08,4.935,-0.79
nw5,2009-09,4.775,-0.95
nw5,2009-10,4.695,-1.03
nw5,2009-11,5.235,-0.49
nw5,2009-12,5.385,-0.34
nw5,2010-01,5.435,-0.29
nw5,2010-02,5.225,-0.5
nw5,2010-03,5.415,-0.31
nw5,2010-04,5.105,-0.62
nw5,2010-05,4.995,-0.73
nw5,2010-06,4.845,-0.88
nw5,2010-07,5.005,-0.72
nw5,2010-08,4.775,-0.95
nw5,2010-09,4.765,-0.96
nw5,2010-10,4.855,-0.87
nw5,2010-11,4.975,-0.75
nw5,2010-12,5.005,-0.72
nw5,2011-01,5.125,-0.6
nw5,2011-02,5.085,-0.64
nw5,2011-03,4.935,-0.79
nw5,2011-04,4.815,-0.91
nw5,2011-05,4.685,-1.04
nw5,2011-06,4.585,-1.14
nw5,2011-07,4.465,-1.26
nw5,2011-08,4.365,-1.36
nw5,2011-09,4.436,-1.289
nw5,2011-10,4.505,-1.22
nw5,2011-11,4.465,-1.26
nw5,2011-12,4.685,-1.04
nw5,2012-01,4.735,-0.99
nw5,2012-02,4.725,-1.0
nw5,2012-03,4.585,-1.14
nw5,2012-04,4.505,-1.22
nw5,2012-05,4.455,-1.27
nw5,2012-06,4.485,-1.24
nw5,2012-07,4.535,-1.19
nw5,2012-08,4.615,-1.11
nw5,2012-09,4.725,-1.0
nw5,2012-10,4.975,-0.75
nw5,2012-11,5.345,-0.38
nw5,2012-12,5.785,0.06
nw5,2013-01,5.785,0.06
nw5,2013-02,5.785,0.06
nw5,2013-03,5.625,-0.1
nw5,2013-04,5.445,-0.28
nw5,2013-05,5.265,-0.46
nw5,2013-06,5.075,-0.65
nw5,2013-07,4.885,-0.84
nw5,2013-08,4.825,-0.9
nw5,2013-09,4.755,-0.97
nw5,2013-10,4.945,-0.78
nw5,2013-11,4.935,-0.79
nw5,2013-12,5.145,-0.58
nw5,2014-01,5.695,-0.03
nw5,2014-02,5.775,0.05
nw5,2014-03,5.735,0.01
nw5,2014-04,5.645,-0.08
nw5,2014-05,5.445,-0.28
nw5,2014-06,5.165,-0.56
nw5,2014-07,4.985,-0.74
nw5,2014-08,4.875,-0.85
nw5,2014-09,4.705,-1.02
nw5,2014-10,4.995,-0.73
nw5,2014-11,5.085,-0.64
nw5,2014-12,5.125,-0.6
nw5,2015-01,5.235,-0.49
nw5,2015-02,5.045,-0.68
nw5,2015-03,5.035,-0.69
nw5,2015-04,4.915,-0.81
nw5,2015-05,4.915,-0.81
nw5,2015-06,4.795,-0.93
nw5,2015-07,4.685,-1.04
nw5,2015-08,4.693,-1.032
nw5,2015-11,4.715,-1.01
nw5,2015-12,5.695,-0.03
nw5,2016-01,5.775,0.05
nw5,2016-02,5.855,0.13
nw5,2016-03,5.785,0.06
nw5,2016-04,5.725,0.0
nw5,2016-05,5.465,-0.26
nw5,2016-06,5.445,-0.28
nw5,2016-07,5.175,-0.55
nw5,2016-08,5.025,-0.7
nw5,2016-09,4.865,-0.86
nw5,2016-10,4.785,-0.94
nw5,2016-11,4.895,-0.83
nw5,2016-12,4.835,-0.89
nw5,2017-01,4.915,-0.81
nw5,2017-02,4.995,-0.73
nw5,2017-03,5.085,-0.64
nw5,2017-04,4.895,-0.83
nw5,2017-05,4.755,-0.97
nw5,2017-06,4.725,-1.0
nw5,2017-07,4.625,-1.1
nw5,2017-08,4.525,-1.2
nw5,2017-09,4.605,-1.12
nw5,2017-10,4.535,-1.19
nw5,2017-11,4.855,-0.87
nw5,2017-12,5.045,-0.68
nw5,2018-01,5.145,-0.58
nw5,2018-02,5.215,-0.51
nw5,2018-03,5.245,-0.48
nw5,2018-04,5.195,-0.53
nw5,2018-05,4.985,-0.74
nw5,2018-06,4.805,-0.92
nw5,2018-07,4.744,-0.981
nw5,2018-10,4.555,-1.17
nw5,2018-11,4.785,-0.94
nw5,2018-12,4.945,-0.78
nw5,2019-01,4.905,-0.82
nw5,2019-02,4.845,-0.88
nw5,2019-03,4.995,-0.73
nw5,2019-04,4.935,-0.79
nw5,2019-05,4.755,-0.97
nw5,2019-06,4.655,-1.07
nw5,2019-07,4.515,-1.21
nw5,2019-08,4.335,-1.39
nw5,2019-09,4.395,-1.33
nw5,2019-10,4.735,-0.99
nw5,2019-11,4.895,-0.83
nw5,2019-12,4.945,-0.78
nw5,2020-01,5.095,-0.63
nw5,2020-02,5.375,-0.35
nw5,2020-03,5.275,-0.45
nw5,2020-04,5.065,-0.66
nw5,2020-05,4.875,-0.85
nw5,2020-06,4.735,-0.99
nw5,2020-07,4.725,-1.0
nw5,2020-08,5.015,-0.71
nw5,2020-09,4.825,-0.9
nw5,2020-10,5.145,-0.58
nw5,2020-11,5.255,-0.47
nw5,2020-12,5.685,-0.04
nw5,2021-01,5.575,-0.15
nw5,2021-02,6.115,0.39
nw5,2021-03,5.965,0.24
nw5,2021-04,5.705,-0.02
nw5,2021-05,5.705,-0.02
nw5,2021-06,5.385,-0.34
nw5,2021-07,5.125,-0.6
nw5,2021-08,4.965,-0.76
nw5,2021-09,4.975,-0.75
nw5,2021-10,5.405,-0.32
nw5,2021-11,5.295,-0.43
nw5,2021-12,5.765,0.04
nw5,2022-01,5.365,-0.36
nw5,2022-02,5.465,-0.26
nw5,2022-03,5.225,-0.5
nw5,2022-04,5.095,-0.63
nw5,2022-05,4.995,-0.73
nw5,2022-06,4.775,-0.95
nw5,2022-07,4.615,-1.11
nw5,2022-08,4.475,-1.25
nw5,2022-09,4.355,-1.37
nw5,2022-10,4.375,-1.35
nw5,2022-11,4.755,-0.97
nw5,2023-01,5.155,-0.57
nw5,2023-02,5.005,-0.72
nw5,2023-03,5.165,-0.56
nw5,2023-04,5.045,-0.68
nw5,2023-05,4.865,-0.86
nw5,2023-06,4.715,-1.01
nw5,2023-07,4.635,-1.09
nw5,2023-08,4.635,-1.09
nw5,2023-09,4.875,-0.85
nw5,2023-10,5.075,-0.65
nw5,2023-11,5.165,-0.56
nw5,2023-12,5.335,-0.39
nw5,2024-01,5.725,0.0
nw5,2024-02,5.795,0.07
nw5,2024-03,5.805,0.08
nw5,2024-04,5.795,0.07
nw5,2024-05,5.575,-0.15
nw5,2024-06,5.195,-0.53
nw5,2024-07,5.105,-0.62
nw5,2024-08,4.915,-0.81
nw5,2024-09,4.875,-0.85
nw5,2024-10,4.845,-0.88
nw5,2024-11,4.875,-0.85
nw5,2024-12,5.165,-0.56
nw5,2025-01,5.335,-0.39
nw5,2025-02,5.335,-0.39
nw5,2025-03,5.085,-0.64
nw5,2025-04,4.925,-0.8
nw5,2025-05,4.815,-0.91
nw5,2025-06,4.665,-1.06
nw5,2025-07,4.575,-1.15
nw5,2025-08,4.375,-1.35
nw5,2025-09,4.515,-1.21
nw5,2025-10,4.485,-1.24
nw5,2025-11,5.095,-0.63
nw5,2025-12,5.495,-0.23
nw5,2026-01,5.575,-0.15
nw5,2026-02,5.695,-0.03
nw5,2026-03,5.675,-0.05
nw5,2026-04,5.345,-0.38
nw5,2026-05,5.035,-0.69
nw5,2026-06,4.935,-0.79
nw5,2026-07,4.625,-1.1
nw5,2026-08,4.465,-1.26
nw6,2005-03,6.141,-0.22
nw6,2005-04,6.161,-0.2
nw6,2005-05,6.191,-0.17
nw6,2005-07,5.748,-0.613
nw6,2005-08,5.669,-0.692
nw6,2005-09,5.591,-0.77
nw6,2005-10,6.351,-0.01
nw6,2005-11,6.351,-0.01
nw6,2005-12,6.391,0.03
nw6,2006-01,6.376,0.015
nw6,2006-02,6.374,0.013
nw6,2006-03,6.41,0.049
nw6,2006-04,6.355,-0.006
nw6,2006-05,6.331,-0.03
nw6,2006-06,6.131,-0.23
nw6,2006-07,5.931,-0.43
nw6,2006-08,6.076,-0.285
nw6,2006-09,5.871,-0.49
nw6,2006-10,6.001,-0.36
nw6,2006-11,6.251,-0.11
nw6,2006-12,6.421,0.06
nw6,2007-01,6.631,0.27
nw6,2007-02,6.581,0.22
nw6,2007-03,6.421,0.06
nw6,2007-04,6.231,-0.13
nw6,2007-05,6.101,-0.26
nw6,2007-06,6.271,-0.09
nw6,2007-07,5.921,-0.44
nw6,2007-08,5.831,-0.53
nw6,2007-09,5.951,-0.41
nw6,2007-10,5.781,-0.58
nw6,2007-11,6.001,-0.36
nw6,2007-12,6.081,-0.28
nw6,2008-01,6.371,0.01
nw6,2008-02,6.331,-0.03
nw6,2008-03,6.241,-0.12
nw6,2008-04,6.101,-0.26
nw6,2008-05,5.891,-0.47
nw6,2008-06,5.931,-0.43
nw6,2008-07,5.921,-0.44
nw6,2008-08,5.781,-0.58
nw6,2008-09,5.831,-0.53
nw6,2008-10,6.361,0.0
nw6,2008-11,6.381,0.02
nw6,2008-12,6.391,0.03
nw6,2009-01,6.401,0.04
nw6,2009-02,6.361,0.0
nw6,2009-03,6.131,-0.23
nw6,2009-04,6.351,-0.01
nw6,2009-05,5.841,-0.52
nw6,2009-06,5.611,-0.75
nw6,2009-07,5.681,-0.68
nw6,2009-08,5.771,-0.59
nw6,2009-09,5.551,-0.81
nw6,2009-10,5.491,-0.87
nw6,2009-11,6.061,-0.3
nw6,2009-12,6.301,-0.06
nw6,2010-01,6.241,-0.12
nw6,2010-02,5.961,-0.4
nw6,2010-03,6.321,-0.04
nw6,2010-04,5.851,-0.51
nw6,2010-05,5.801,-0.56
nw6,2010-06,5.631,-0.73
nw6,2010-07,5.811,-0.55
nw6,2010-08,5.541,-0.82
nw6,2010-09,5.521,-0.84
nw6,2010-10,5.591,-0.77
nw6,2010-11,5.691,-0.67
nw6,2010-12,5.691,-0.67
nw6,2011-01,5.731,-0.63
nw6,2011-02,5.821,-0.54
nw6,2011-03,5.661,-0.7
nw6,2011-04,5.521,-0.84
nw6,2011-05,5.421,-0.94
nw6,2011-06,5.321,-1.04
nw6,2011-07,5.231,-1.13
nw6,2011-08,5.244,-1.117
nw6,2012-07,5.381,-0.98
nw6,2012-08,5.471,-0.89
nw6,2012-09,5.541,-0.82
nw6,2012-10,5.781,-0.58
nw6,2012-11,6.101,-0.26
nw6,2012-12,6.451,0.09
nw6,2013-01,6.461,0.1
nw6,2013-02,6.451,0.09
nw6,2013-03,6.261,-0.1
nw6,2013-04,6.081,-0.28
nw6,2013-05,5.951,-0.41
nw6,2013-06,5.811,-0.55
nw6,2013-07,5.691,-0.67
nw6,2013-08,5.641,-0.72
nw6,2013-09,5.561,-0.8
nw6,2013-10,5.771,-0.59
nw6,2013-11,5.751,-0.61
nw6,2013-12,6.111,-0.25
nw6,2014-01,6.441,0.08
nw6,2014-02,6.451,0.09
nw6,2014-03,6.491,0.13
nw6,2014-04,6.281,-0.08
nw6,2014-05,6.091,-0.27
nw6,2014-06,5.891,-0.47
nw6,2014-07,5.751,-0.61
nw6,2014-08,5.671,-0.69
nw6,2014-09,5.481,-0.88
nw6,2014-10,5.891,-0.47
nw6,2014-11,5.911,-0.45
nw6,2014-12,5.931,-0.43
nw6,2015-01,6.061,-0.3
nw6,2015-02,5.911,-0.45
nw6,2015-03,5.861,-0.5
nw6,2015-04,5.711,-0.65
nw6,2015-05,5.761,-0.6
nw6,2015-06,5.581,-0.78
nw6,2015-07,5.491,-0.87
nw6,2015-08,5.524,-0.837
nw6,2015-11,5.621,-0.74
nw6,2015-12,6.44,0.079
nw6,2016-01,6.451,0.09
nw6,2016-02,6.471,0.11
nw6,2016-03,6.461,0.1
nw6,2016-04,6.441,0.08
nw6,2016-05,6.081,-0.28
nw6,2016-06,6.101,-0.26
nw6,2016-07,5.881,-0.48
nw6,2016-08,5.761,-0.6
nw6,2016-09,5.691,-0.67
nw6,2016-10,5.601,-0.76
nw6,2016-11,5.711,-0.65
nw6,2016-12,5.671,-0.69
nw6,2017-01,5.771,-0.59
nw6,2017-02,5.871,-0.49
nw6,2017-03,5.951,-0.41
nw6,2017-04,5.701,-0.66
nw6,2017-05,5.561,-0.8
nw6,2017-06,5.531,-0.83
nw6,2017-07,5.566,-0.795
nw6,2017-11,5.711,-0.65
nw6,2017-12,5.931,-0.43
nw6,2018-01,5.971,-0.39
nw6,2018-02,6.041,-0.32
nw6,2018-03,6.031,-0.33
nw6,2018-04,5.961,-0.4
nw6,2018-05,5.751,-0.61
nw6,2018-06,5.581,-0.78
nw6,2018-07,5.491,-0.87
nw6,2018-08,5.541,-0.82
nw6,2018-11,5.691,-0.67
nw6,2018-12,5.801,-0.56
nw6,2019-01,5.721,-0.64
nw6,2019-02,5.681,-0.68
nw6,2019-03,5.671,-0.69
nw6,2019-04,5.751,-0.61
nw6,2019-05,5.571,-0.79
nw6,2019-06,5.573,-0.788
nw6,2019-10,5.581,-0.78
nw6,2019-11,5.721,-0.64
nw6,2019-12,5.741,-0.62
nw6,2020-01,5.881,-0.48
nw6,2020-02,6.161,-0.2
nw6,2020-03,5.991,-0.37
nw6,2020-04,5.811,-0.55
nw6,2020-05,5.611,-0.75
nw6,2020-06,5.521,-0.84
nw6,2020-07,5.481,-0.88
nw6,2020-08,5.771,-0.59
nw6,2020-09,5.651,-0.71
nw6,2020-10,5.951,-0.41
nw6,2020-11,5.991,-0.37
nw6,2020-12,6.421,0.06
nw6,2021-01,6.536,0.175
nw6,2021-02,6.651,0.29
nw6,2021-03,6.531,0.17
nw6,2021-04,6.421,0.06
nw6,2021-05,6.411,0.05
nw6,2021-06,6.051,-0.31
nw6,2021-07,5.871,-0.49
nw6,2021-08,5.711,-0.65
nw6,2021-09,5.791,-0.57
nw6,2021-10,6.421,0.06
nw6,2021-11,6.141,-0.22
nw6,2021-12,6.441,0.08
nw6,2022-01,6.131,-0.23
nw6,2022-02,6.291,-0.07
nw6,2022-03,5.981,-0.38
nw6,2022-04,5.861,-0.5
nw6,2022-05,5.781,-0.58
nw6,2022-06,5.591,-0.77
nw6,2022-07,5.361,-1.0
nw6,2022-08,5.432,-0.929
nw6,2022-11,5.641,-0.72
nw6,2023-01,5.991,-0.37
nw6,2023-02,5.811,-0.55
nw6,2023-03,6.041,-0.32
nw6,2023-04,5.841,-0.52
nw6,2023-05,5.641,-0.72
nw6,2023-06,5.421,-0.94
nw6,2023-07,5.461,-0.9
nw6,2023-08,5.531,-0.83
nw6,2023-09,5.741,-0.62
nw6,2023-10,5.921,-0.44
nw6,2023-11,5.991,-0.37
nw6,2023-12,6.191,-0.17
nw6,2024-01,6.421,0.06
nw6,2024-02,6.451,0.09
nw6,2024-03,6.451,0.09
nw6,2024-04,6.491,0.13
nw6,2024-05,6.171,-0.19
nw6,2024-06,5.941,-0.42
nw6,2024-07,5.801,-0.56
nw6,2024-08,5.611,-0.75
nw6,2024-09,5.761,-0.6
nw6,2024-10,5.651,-0.71
nw6,2024-11,5.681,-0.68
nw6,2024-12,6.041,-0.32
nw6,2025-01,6.151,-0.21
nw6,2025-02,6.041,-0.32
nw6,2025-03,5.871,-0.49
nw6,2025-04,5.701,-0.66
nw6,2025-05,5.701,-0.66
nw6,2025-06,5.521,-0.84
nw6,2025-07,5.482,-0.879
nw6,2025-09,5.401,-0.96
nw6,2025-10,5.706,-0.655
nw6,2025-11,6.021,-0.34
nw6,2025-12,6.311,-0.05
nw6,2026-01,6.191,-0.17
nw6,2026-02,6.441,0.08
nw6,2026-03,6.191,-0.17
nw6,2026-04,6.011,-0.35
nw6,2026-05,5.831,-0.53
nw6,2026-06,5.581,-0.78
nw7,2005-03,7.494,-0.98
nw7,2005-04,7.504,-0.97
nw7,2005-05,7.614,-0.86
nw7,2005-07,7.117,-1.357
nw7,2005-08,7.291,-1.183
nw7,2005-09,7.464,-1.01
nw7,2005-10,7.794,-0.68
nw7,2005-11,7.794,-0.68
nw7,2005-12,7.766,-0.708
nw7,2006-01,7.829,-0.645
nw7,2006-02,7.807,-0.667
nw7,2006-03,7.889,-0.585
nw7,2006-04,7.764,-0.71
nw7,2006-05,7.829,-0.645
nw7,2006-06,7.574,-0.9
nw7,2006-07,7.324,-1.15
nw7,2006-08,7.484,-0.99
nw7,2006-09,7.234,-1.24
nw7,2006-10,7.384,-1.09
nw7,2006-11,7.564,-0.91
nw7,2006-12,7.884,-0.59
nw7,2007-01,8.124,-0.35
nw7,2007-02,8.124,-0.35
nw7,2007-03,7.854,-0.62
nw7,2007-04,7.684,-0.79
nw7,2007-05,7.534,-0.94
nw7,2007-06,7.484,-0.99
nw7,2007-07,7.394,-1.08
nw7,2007-08,7.314,-1.16
nw7,2007-09,7.334,-1.14
nw7,2007-10,7.194,-1.28
nw7,2007-11,7.304,-1.17
nw7,2007-12,7.464,-1.01
nw7,2008-01,7.794,-0.68
nw7,2008-02,7.694,-0.78
nw7,2008-03,7.684,-0.79
nw7,2008-04,7.704,-0.77
nw7,2008-05,7.404,-1.07
nw7,2008-06,7.434,-1.04
nw7,2008-07,7.184,-1.29
nw7,2008-08,7.174,-1.3
nw7,2008-09,7.104,-1.37
nw7,2008-10,7.694,-0.78
nw7,2008-11,7.764,-0.71
nw7,2008-12,7.854,-0.62
nw7,2009-01,7.944,-0.53
nw7,2009-02,7.774,-0.7
nw7,2009-03,7.634,-0.84
nw7,2009-04,7.564,-0.91
nw7,2009-05,7.384,-1.09
nw7,2009-06,7.204,-1.27
nw7,2009-07,7.114,-1.36
nw7,2009-08,7.064,-1.41
nw7,2009-09,6.954,-1.52
nw7,2009-10,6.854,-1.62
nw7,2009-11,7.424,-1.05
nw7,2009-12,7.444,-1.03
nw7,2010-01,7.474,-1.0
nw7,2010-02,7.354,-1.12
nw7,2010-03,7.424,-1.05
nw7,2010-04,7.264,-1.21
nw7,2010-05,7.094,-1.38
nw7,2010-06,6.964,-1.51
nw7,2010-07,7.124,-1.35
nw7,2010-08,6.894,-1.58
nw7,2010-09,6.934,-1.54
nw7,2010-10,6.844,-1.63
nw7,2010-11,7.024,-1.45
nw7,2010-12,7.064,-1.41
nw7,2011-01,7.084,-1.39
nw7,2011-02,7.154,-1.32
nw7,2011-03,6.984,-1.49
nw7,2011-04,6.874,-1.6
nw7,2011-05,6.854,-1.62
nw7,2011-06,6.644,-1.83
nw7,2011-07,6.656,-1.818
nw7,2012-10,6.834,-1.64
nw7,2012-11,7.274,-1.2
nw7,2012-12,7.604,-0.87
nw7,2013-01,7.704,-0.77
nw7,2013-02,7.694,-0.78
nw7,2013-03,7.574,-0.9
nw7,2013-04,7.434,-1.04
nw7,2013-05,7.304,-1.17
nw7,2013-06,7.144,-1.33
nw7,2013-07,6.944,-1.53
nw7,2013-08,6.924,-1.55
nw7,2013-09,6.824,-1.65
nw7,2013-10,7.064,-1.41
nw7,2013-11,7.044,-1.43
nw7,2013-12,7.184,-1.29
nw7,2014-01,7.634,-0.84
nw7,2014-02,7.874,-0.6
nw7,2014-03,7.864,-0.61
nw7,2014-04,7.574,-0.9
nw7,2014-05,7.504,-0.97
nw7,2014-06,7.294,-1.18
nw7,2014-07,7.134,-1.34
nw7,2014-08,7.004,-1.47
nw7,2014-09,6.834,-1.64
nw7,2014-10,7.074,-1.4
nw7,2014-11,7.174,-1.3
nw7,2014-12,7.214,-1.26
nw7,2015-01,7.324,-1.15
nw7,2015-02,7.194,-1.28
nw7,2015-03,7.134,-1.34
nw7,2015-04,7.024,-1.45
nw7,2015-05,7.004,-1.47
nw7,2015-06,6.874,-1.6
nw7,2015-07,6.744,-1.73
nw7,2015-08,6.624,-1.85
nw7,2015-09,6.664,-1.81
nw7,2015-11,6.744,-1.73
nw7,2015-12,7.554,-0.92
nw7,2016-01,7.764,-0.71
nw7,2016-02,8.004,-0.47
nw7,2016-03,7.754,-0.72
nw7,2016-04,7.684,-0.79
nw7,2016-05,7.494,-0.98
nw7,2016-06,7.384,-1.09
nw7,2016-07,7.214,-1.26
nw7,2016-08,7.074,-1.4
nw7,2016-09,6.964,-1.51
nw7,2016-10,6.864,-1.61
nw7,2016-11,7.014,-1.46
nw7,2016-12,6.924,-1.55
nw7,2017-01,6.989,-1.485
nw7,2017-02,7.054,-1.42
nw7,2017-03,7.104,-1.37
nw7,2017-04,6.974,-1.5
nw7,2017-05,6.804,-1.67
nw7,2017-06,6.784,-1.69
nw7,2017-07,6.654,-1.82
nw7,2017-08,6.659,-1.815
nw7,2017-09,6.664,-1.81
nw7,2017-10,6.777,-1.697
nw7,2017-11,6.894,-1.58
nw7,2017-12,7.084,-1.39
nw7,2018-01,7.174,-1.3
nw7,2018-02,7.254,-1.22
nw7,2018-03,7.294,-1.18
nw7,2018-04,7.224,-1.25
nw7,2018-05,7.054,-1.42
nw7,2018-06,6.884,-1.59
nw7,2018-07,6.704,-1.77
nw7,2018-08,6.714,-1.76
nw7,2018-10,6.734,-1.74
nw7,2018-11,6.804,-1.67
nw7,2018-12,7.044,-1.43
nw7,2019-01,6.904,-1.57
nw7,2019-02,6.884,-1.59
nw7,2019-03,7.074,-1.4
nw7,2019-04,6.934,-1.54
nw7,2019-05,6.774,-1.7
nw7,2019-06,6.764,-1.71
nw7,2019-10,6.724,-1.75
nw7,2019-11,6.844,-1.63
nw7,2019-12,6.944,-1.53
nw7,2020-01,7.044,-1.43
nw7,2020-02,7.354,-1.12
nw7,2020-03,7.274,-1.2
nw7,2020-04,7.064,-1.41
nw7,2020-05,6.874,-1.6
nw7,2020-06,6.724,-1.75
nw7,2020-07,6.872,-1.602
nw7,2020-08,7.024,-1.45
nw7,2020-09,6.834,-1.64
nw7,2020-10,6.954,-1.52
nw7,2020-11,7.224,-1.25
nw7,2020-12,7.524,-0.95
nw7,2021-01,7.914,-0.56
nw7,2021-02,8.054,-0.42
nw7,2021-03,8.024,-0.45
nw7,2021-04,7.744,-0.73
nw7,2021-05,7.764,-0.71
nw7,2021-06,7.514,-0.96
nw7,2021-07,7.284,-1.19
nw7,2021-08,7.124,-1.35
nw7,2021-09,7.044,-1.43
nw7,2021-10,7.494,-0.98
nw7,2021-11,7.444,-1.03
nw7,2021-12,7.684,-0.79
nw7,2022-01,7.524,-0.95
nw7,2022-02,7.604,-0.87
nw7,2022-03,7.434,-1.04
nw7,2022-04,7.324,-1.15
nw7,2022-05,7.194,-1.28
nw7,2022-06,6.944,-1.53
nw7,2022-07,6.784,-1.69
nw7,2022-08,6.817,-1.657
nw7,2022-11,6.914,-1.56
nw7,2023-01,7.274,-1.2
nw7,2023-02,7.084,-1.39
nw7,2023-03,7.234,-1.24
nw7,2023-04,7.144,-1.33
nw7,2023-05,6.904,-1.57
nw7,2023-06,6.804,-1.67
nw7,2023-07,6.644,-1.83
nw7,2023-08,6.734,-1.74
nw7,2023-09,6.894,-1.58
nw7,2023-10,7.144,-1.33
nw7,2023-11,7.234,-1.24
nw7,2023-12,7.484,-0.99
nw7,2024-01,7.664,-0.81
nw7,2024-02,7.904,-0.57
nw7,2024-03,7.924,-0.55
nw7,2024-04,7.904,-0.57
nw7,2024-05,7.654,-0.82
nw7,2024-06,7.394,-1.08
nw7,2024-07,7.264,-1.21
nw7,2024-08,7.114,-1.36
nw7,2024-09,6.984,-1.49
nw7,2024-10,7.004,-1.47
nw7,2024-11,7.004,-1.47
nw7,2024-12,7.334,-1.14
nw7,2025-01,7.534,-0.94
nw7,2025-02,7.474,-1.0
nw7,2025-03,7.284,-1.19
nw7,2025-04,7.134,-1.34
nw7,2025-05,6.994,-1.48
nw7,2025-06,6.894,-1.58
nw7,2025-07,6.845,-1.629
nw7,2025-09,6.744,-1.73
nw7,2025-10,6.664,-1.81
nw7,2025-11,7.214,-1.26
nw7,2025-12,7.534,-0.94
nw7,2026-01,7.554,-0.92
nw7,2026-02,7.744,-0.73
nw7,2026-03,7.654,-0.82
nw7,2026-04,7.414,-1.06
nw7,2026-05,7.224,-1.25
nw7,2026-06,6.994,-1.48
nw7,2026-07,6.854,-1.62
nw7,2026-08,6.674,-1.8
nw8,2006-01,6.509,-0.735
nw8,2006-02,6.541,-0.703
nw8,2006-03,6.667,-0.577
nw8,2006-04,6.5,-0.744
nw8,2006-05,6.547,-0.697
nw8,2006-06,6.329,-0.915
nw8,2006-07,6.134,-1.11
nw8,2006-08,6.109,-1.135
nw8,2006-09,5.964,-1.28
nw8,2006-10,6.124,-1.12
nw8,2006-11,6.324,-0.92
nw8,2006-12,6.654,-0.59
nw8,2007-01,6.904,-0.34
nw8,2007-02,6.744,-0.5
nw8,2007-03,6.594,-0.65
nw8,2007-04,6.434,-0.81
nw8,2007-05,6.274,-0.97
nw8,2007-06,6.274,-0.97
nw8,2007-07,6.184,-1.06
nw8,2007-08,6.064,-1.18
nw8,2007-09,6.144,-1.1
nw8,2007-10,5.924,-1.32
nw8,2007-11,6.034,-1.21
nw8,2007-12,6.194,-1.05
nw8,2008-01,6.534,-0.71
nw8,2008-02,6.374,-0.87
nw8,2008-03,6.394,-0.85
nw8,2008-04,6.284,-0.96
nw8,2008-05,6.154,-1.09
nw8,2008-06,6.124,-1.12
nw8,2008-07,5.924,-1.32
nw8,2008-08,5.934,-1.31
nw8,2008-09,5.874,-1.37
nw8,2008-10,6.394,-0.85
nw8,2008-11,6.484,-0.76
nw8,2008-12,6.554,-0.69
nw8,2009-01,6.654,-0.59
nw8,2009-02,6.444,-0.8
nw8,2009-03,6.304,-0.94
nw8,2009-04,6.174,-1.07
nw8,2009-05,6.054,-1.19
nw8,2009-06,5.904,-1.34
nw8,2009-07,5.794,-1.45
nw8,2009-08,5.674,-1.57
nw8,2009-09,5.694,-1.55
nw8,2009-10,5.604,-1.64
nw8,2009-11,6.164,-1.08
nw8,2009-12,6.144,-1.1
nw8,2010-01,6.154,-1.09
nw8,2010-02,6.044,-1.2
nw8,2010-03,6.014,-1.23
nw8,2010-04,5.974,-1.27
nw8,2010-05,5.814,-1.43
nw8,2010-06,5.684,-1.56
nw8,2010-07,5.854,-1.39
nw8,2010-08,5.604,-1.64
nw8,2010-09,5.524,-1.72
nw8,2010-10,5.544,-1.7
nw8,2010-11,5.794,-1.45
nw8,2010-12,5.714,-1.53
nw8,2011-01,5.844,-1.4
nw8,2011-02,5.874,-1.37
nw8,2011-03,5.714,-1.53
nw8,2011-04,5.604,-1.64
nw8,2011-05,5.514,-1.73
nw8,2011-06,5.514,-1.73
