month,median_level_modelled_m,median_level_calibrated_m,n_wells_run,median_level_observed_m,n_wells_observed,above_fitted_range,spin_up,climate_flagged,open_water_ha,wet_floor_ha,open_water_ha_raw_level,wet_floor_ha_raw_level
1938-08,-1.035,-0.85,66,,,False,False,False,0.576,24.928,0.254,20.903
1938-09,-1.138,-0.991,66,,,False,False,False,0.308,21.784,0.161,18.938
1938-10,-0.753,-0.633,66,,,False,False,False,1.506,30.658,0.887,27.354
1938-11,-0.426,-0.24,66,,,False,False,False,8.605,44.612,3.77,37.352
1938-12,-0.247,-0.041,66,,,False,False,False,20.824,53.96,8.353,44.327
1939-01,0.086,0.056,66,,,True,False,False,31.94,59.165,36.555,60.909
1939-02,0.104,0.062,66,,,True,False,False,32.854,59.525,39.52,61.94
1939-03,0.061,0.047,66,,,True,False,False,30.69,58.658,32.736,59.479
1939-04,-0.07,0.015,66,,,False,False,False,26.606,56.883,18.252,52.451
1939-05,-0.355,-0.157,66,,,False,False,False,12.452,48.306,5.165,39.971
1939-06,-0.565,-0.391,66,,,False,False,False,4.401,38.616,2.041,32.73
1939-07,-0.481,-0.29,66,,,False,False,False,6.891,42.53,2.963,35.463
1939-08,-0.658,-0.547,66,,,False,False,False,2.206,33.282,1.348,29.932
1939-09,-0.854,-0.715,66,,,False,False,False,1.048,28.354,0.567,24.842
1939-10,-0.77,-0.66,66,,,False,False,False,1.337,29.882,0.82,26.896
1939-11,-0.635,-0.489,66,,,False,False,False,2.858,35.189,1.491,30.59
1939-12,-0.62,-0.476,66,,,False,False,False,3.024,35.62,1.597,31.047
1940-01,-0.252,-0.042,66,,,False,False,False,20.666,53.872,8.17,44.117
1940-02,-0.105,0.012,66,,,False,False,False,26.288,56.736,15.675,50.76
1940-03,-0.184,-0.024,66,,,False,False,False,22.386,54.807,11.041,47.072
1940-04,-0.24,-0.04,66,,,False,False,False,20.882,53.992,8.588,44.593
1940-05,-0.435,-0.24,66,,,False,False,False,8.605,44.612,3.621,37.029
1940-06,-0.741,-0.63,66,,,False,False,False,1.527,30.75,0.934,27.662
1940-07,-0.863,-0.719,66,,,False,False,False,1.028,28.24,0.544,24.625
1940-08,-1.152,-1.0,66,,,False,False,False,0.296,21.603,0.151,18.696
1940-09,-1.198,-1.063,66,,,False,False,False,0.224,20.344,0.123,17.886
1940-10,-1.039,-0.855,66,,,False,False,False,0.563,24.809,0.25,20.823
1940-11,-0.678,-0.57,66,,,False,False,False,1.992,32.558,1.237,29.387
1940-12,-0.628,-0.481,66,,,False,False,False,2.953,35.439,1.539,30.802
1941-01,-0.573,-0.399,66,,,False,False,False,4.247,38.322,1.966,32.467
1941-02,-0.498,-0.33,66,,,False,False,False,5.774,40.941,2.746,34.89
1941-03,-0.512,-0.35,66,,,False,False,False,5.284,40.167,2.579,34.42
1941-04,-0.626,-0.48,66,,,False,False,False,2.97,35.482,1.556,30.871
1941-05,-0.664,-0.553,66,,,False,False,False,2.152,33.106,1.316,29.779
1941-06,-0.664,-0.553,66,,,False,False,True,2.152,33.106,1.316,29.779
1941-07,-0.893,-0.76,66,,,False,False,False,0.858,27.163,0.476,23.926
1941-08,-0.971,-0.827,66,,,False,False,False,0.639,25.488,0.338,22.218
1941-09,-1.158,-1.005,66,,,False,False,False,0.29,21.501,0.147,18.572
1941-10,-0.989,-0.83,66,,,False,False,False,0.629,25.408,0.311,21.832
1941-11,-0.901,-0.77,66,,,False,False,False,0.821,26.905,0.46,23.753
1941-12,-0.97,-0.827,66,,,False,False,False,0.639,25.491,0.338,22.224
1942-01,-0.502,-0.334,66,,,False,False,False,5.667,40.776,2.694,34.745
1942-02,-0.615,-0.462,66,,,False,False,False,3.212,36.084,1.63,31.185
1942-03,-0.547,-0.384,66,,,False,False,False,4.547,38.889,2.204,33.276
1942-04,-0.724,-0.617,66,,,False,False,False,1.618,31.134,1.007,28.11
1942-05,-0.73,-0.63,66,,,False,False,False,1.527,30.75,0.982,27.96
1942-06,-1.064,-0.906,66,,,False,False,False,0.449,23.624,0.223,20.33
1942-07,-1.21,-1.07,66,,,False,False,False,0.217,20.208,0.117,17.688
1942-08,-1.243,-1.08,66,,,False,False,False,0.208,20.016,0.101,17.127
1942-09,-1.184,-1.05,66,,,False,False,False,0.237,20.593,0.131,18.133
1942-10,-1.028,-0.85,66,,,False,False,False,0.576,24.928,0.262,21.032
1942-11,-1.111,-0.958,66,,,False,False,False,0.357,22.482,0.181,19.436
1942-12,-0.829,-0.699,66,,,False,False,False,1.125,28.791,0.633,25.438
1943-01,-0.538,-0.37,66,,,False,False,False,4.832,39.402,2.301,33.586
1943-02,-0.584,-0.404,66,,,False,False,False,4.164,38.158,1.875,32.139
1943-03,-0.734,-0.63,66,,,False,False,False,1.527,30.75,0.965,27.855
1943-04,-0.901,-0.77,66,,,False,False,False,0.821,26.905,0.459,23.736
1943-05,-0.9,-0.77,66,,,False,False,False,0.821,26.905,0.461,23.76
1943-06,-0.982,-0.83,66,,,False,False,False,0.629,25.408,0.321,21.977
1943-07,-1.186,-1.056,66,,,False,False,False,0.231,20.481,0.13,18.087
1943-08,-1.225,-1.08,66,,,False,False,False,0.208,20.016,0.109,17.432
1943-09,-1.192,-1.061,66,,,False,False,False,0.226,20.377,0.126,17.984
1943-10,-0.956,-0.82,66,,,False,False,False,0.657,25.646,0.36,22.53
1943-11,-0.93,-0.805,66,,,False,False,False,0.704,26.031,0.405,23.105
1943-12,-0.9,-0.77,66,,,False,False,False,0.821,26.905,0.461,23.766
1944-01,-0.722,-0.613,66,,,False,False,False,1.647,31.251,1.015,28.16
1944-02,-0.759,-0.64,66,,,False,False,False,1.461,30.456,0.861,27.183
1944-03,-0.932,-0.812,66,,,False,False,False,0.683,25.855,0.4,23.049
1944-04,-1.034,-0.85,66,,,False,False,False,0.576,24.928,0.255,20.913
1944-05,-1.11,-0.951,66,,,False,False,False,0.368,22.63,0.182,19.458
1944-06,-1.23,-1.08,66,,,False,False,False,0.208,20.016,0.107,17.345
1944-07,-1.164,-1.035,66,,,False,False,False,0.254,20.894,0.143,18.479
1944-08,-1.285,-1.116,66,,,False,False,False,0.177,19.343,0.084,16.458
1944-09,-1.103,-0.948,66,,,False,False,False,0.373,22.701,0.188,19.59
1944-10,-1.048,-0.88,66,,,False,False,False,0.504,24.224,0.239,20.633
1944-11,-0.921,-0.8,66,,,False,False,False,0.718,26.139,0.421,23.303
1944-12,-0.93,-0.805,66,,,False,False,False,0.704,26.031,0.405,23.104
1945-01,-0.967,-0.825,66,,,False,False,False,0.643,25.522,0.342,22.286
1945-02,-0.933,-0.813,66,,,False,False,False,0.68,25.832,0.399,23.032
1945-03,-1.111,-0.959,66,,,False,False,False,0.356,22.471,0.181,19.433
1945-04,-1.194,-1.062,66,,,False,False,False,0.225,20.365,0.125,17.948
1945-05,-1.285,-1.115,66,,,False,False,False,0.178,19.349,0.084,16.463
1945-06,-1.283,-1.113,66,,,False,False,False,0.179,19.388,0.085,16.498
1945-07,-1.404,-1.21,66,,,False,False,False,0.117,17.681,0.049,14.688
1945-08,-1.665,-1.319,66,,,False,False,False,0.072,15.933,0.016,11.453
1945-09,-1.756,-1.375,66,,,False,False,False,0.056,15.105,0.01,10.501
1945-10,-1.749,-1.37,66,,,False,False,False,0.057,15.171,0.011,10.576
1945-11,-1.871,-1.446,66,,,False,False,False,0.041,14.116,0.006,9.406
1945-12,-1.611,-1.289,66,,,False,False,False,0.082,16.398,0.02,12.059
1946-01,-1.354,-1.189,66,,,False,False,False,0.128,18.043,0.062,15.416
1946-02,-1.247,-1.08,66,,,False,False,False,0.208,20.016,0.099,17.067
1946-03,-1.284,-1.115,66,,,False,False,False,0.178,19.358,0.084,16.471
1946-04,-1.412,-1.21,66,,,False,False,False,0.117,17.676,0.048,14.584
1946-05,-1.5,-1.266,66,,,False,False,False,0.091,16.764,0.032,13.413
1946-06,-1.545,-1.283,66,,,False,False,False,0.085,16.492,0.026,12.846
1946-07,-1.635,-1.301,66,,,False,False,False,0.078,16.216,0.018,11.785
1946-08,-1.592,-1.287,66,,,False,False,False,0.083,16.424,0.021,12.275
1946-09,-1.416,-1.211,66,,,False,False,False,0.116,17.67,0.047,14.519
1946-10,-1.539,-1.282,66,,,False,False,False,0.085,16.5,0.027,12.921
1946-11,-1.136,-0.989,66,,,False,False,False,0.311,21.828,0.162,18.97
1946-12,-0.848,-0.715,66,,,False,False,False,1.048,28.354,0.581,24.97
1947-01,-0.637,-0.49,66,,,False,False,False,2.836,35.131,1.48,30.542
1947-02,-0.748,-0.63,66,,,False,False,False,1.527,30.75,0.905,27.475
1947-03,-0.429,-0.24,66,,,False,False,False,8.605,44.612,3.728,37.262
1947-04,-0.35,-0.156,66,,,False,False,False,12.476,48.326,5.292,40.18
1947-05,-0.399,-0.206,66,,,False,False,False,10.022,46.101,4.257,38.341
1947-06,-0.518,-0.36,66,,,False,False,False,5.055,39.786,2.512,34.225
1947-07,-0.686,-0.58,66,,,False,False,False,1.906,32.253,1.193,29.159
1947-08,-1.005,-0.84,66,,,False,False,False,0.602,25.166,0.29,21.497
1947-09,-0.956,-0.82,66,,,False,False,False,0.657,25.642,0.359,22.521
1947-10,-1.176,-1.044,66,,,False,False,False,0.243,20.707,0.136,18.26
1947-11,-1.01,-0.841,66,,,False,False,False,0.599,25.137,0.283,21.394
1947-12,-1.007,-0.84,66,,,False,False,False,0.601,25.156,0.287,21.462
1948-01,-0.474,-0.281,66,,,False,False,False,7.188,42.917,3.057,35.702
1948-02,-0.574,-0.4,66,,,False,False,False,4.234,38.296,1.959,32.442
1948-03,-0.65,-0.52,66,,,False,False,False,2.487,34.153,1.4,30.181
1948-04,-0.783,-0.68,66,,,False,False,False,1.224,29.317,0.774,26.561
1948-05,-0.969,-0.826,66,,,False,False,False,0.64,25.502,0.339,22.246
1948-06,-0.999,-0.84,66,,,False,False,False,0.602,25.167,0.298,21.625
1948-07,-1.1,-0.947,66,,,False,False,False,0.375,22.732,0.19,19.637
1948-08,-1.033,-0.85,66,,,False,False,False,0.576,24.928,0.256,20.937
1948-09,-1.097,-0.943,66,,,False,False,False,0.381,22.801,0.193,19.701
1948-10,-1.097,-0.944,66,,,False,False,False,0.379,22.784,0.193,19.697
1948-11,-1.064,-0.906,66,,,False,False,False,0.449,23.624,0.223,20.329
1948-12,-0.878,-0.74,66,,,False,False,False,0.938,27.686,0.509,24.277
1949-01,-0.862,-0.719,66,,,False,False,False,1.031,28.255,0.547,24.652
1949-02,-0.97,-0.826,66,,,False,False,False,0.64,25.497,0.339,22.236
1949-03,-0.96,-0.822,66,,,False,False,False,0.653,25.606,0.354,22.452
1949-04,-1.037,-0.85,66,,,False,False,False,0.576,24.928,0.252,20.857
1949-05,-1.165,-1.039,66,,,False,False,False,0.249,20.807,0.142,18.453
1949-06,-1.462,-1.223,66,,,False,False,False,0.11,17.459,0.038,13.903
1949-07,-1.618,-1.29,66,,,False,False,False,0.082,16.376,0.019,11.975
1949-08,-1.716,-1.35,66,,,False,False,False,0.063,15.463,0.012,10.908
1949-09,-1.779,-1.389,66,,,False,False,False,0.053,14.906,0.009,10.277
1949-10,-1.475,-1.238,66,,,False,False,False,0.103,17.215,0.036,13.731
1949-11,-1.32,-1.174,66,,,False,False,False,0.137,18.304,0.072,15.919
1949-12,-1.235,-1.08,66,,,False,False,False,0.208,20.016,0.105,17.268
1950-01,-1.326,-1.176,66,,,False,False,False,0.136,18.267,0.07,15.825
1950-02,-1.044,-0.88,66,,,False,False,False,0.504,24.224,0.243,20.709
1950-03,-1.061,-0.9,66,,,False,False,False,0.462,23.766,0.226,20.384
1950-04,-1.045,-0.88,66,,,False,False,False,0.504,24.224,0.243,20.696
1950-05,-1.276,-1.108,66,,,False,False,False,0.184,19.496,0.087,16.595
1950-06,-1.472,-1.234,66,,,False,False,False,0.105,17.279,0.037,13.776
1950-07,-1.573,-1.285,66,,,False,False,False,0.084,16.452,0.023,12.51
1950-08,-1.484,-1.248,66,,,False,False,False,0.099,17.045,0.035,13.611
1950-09,-1.076,-0.92,66,,,False,False,False,0.422,23.317,0.211,20.089
1950-10,-1.014,-0.842,66,,,False,False,False,0.597,25.118,0.279,21.326
1950-11,-0.867,-0.72,66,,,False,False,False,1.025,28.22,0.535,24.533
1950-12,-0.733,-0.63,66,,,False,False,False,1.527,30.75,0.969,27.884
1951-01,-0.642,-0.512,66,,,False,False,False,2.577,34.414,1.447,30.395
1951-02,-0.554,-0.389,66,,,False,False,False,4.438,38.686,2.135,33.047
1951-03,-0.375,-0.158,66,,,False,False,False,12.363,48.231,4.734,39.228
1951-04,-0.501,-0.332,66,,,False,False,False,5.725,40.866,2.709,34.787
1951-05,-0.572,-0.399,66,,,False,False,False,4.261,38.348,1.973,32.49
1951-06,-0.868,-0.72,66,,,False,False,False,1.025,28.22,0.533,24.512
1951-07,-1.127,-0.979,66,,,False,False,False,0.325,22.035,0.169,19.14
1951-08,-0.915,-0.796,66,,,False,False,False,0.733,26.252,0.431,23.422
1951-09,-0.817,-0.696,66,,,False,False,False,1.139,28.866,0.668,25.732
1951-10,-0.982,-0.83,66,,,False,False,False,0.629,25.408,0.322,21.988
1951-11,-0.62,-0.476,66,,,False,False,False,3.017,35.602,1.596,31.042
1951-12,-0.308,-0.141,66,,,False,False,False,13.351,49.037,6.379,41.829
1952-01,-0.205,-0.037,66,,,False,False,False,21.172,54.153,10.029,46.108
1952-02,-0.369,-0.158,66,,,False,False,False,12.387,48.252,4.849,39.43
1952-03,-0.433,-0.24,66,,,False,False,False,8.605,44.612,3.659,37.111
1952-04,-0.532,-0.36,66,,,False,False,False,5.046,39.771,2.36,33.768
1952-05,-0.636,-0.49,66,,,False,False,False,2.845,35.155,1.484,30.56
1952-06,-0.807,-0.68,66,,,False,False,False,1.224,29.317,0.698,25.984
1952-07,-1.068,-0.909,66,,,False,False,False,0.444,23.571,0.219,20.24
1952-08,-1.067,-0.908,66,,,False,False,False,0.445,23.584,0.22,20.262
1952-09,-1.028,-0.85,66,,,False,False,False,0.576,24.928,0.262,21.033
1952-10,-0.894,-0.76,66,,,False,False,False,0.858,27.163,0.475,23.913
1952-11,-0.845,-0.715,66,,,False,False,False,1.048,28.354,0.588,25.037
1952-12,-0.711,-0.598,66,,,False,False,False,1.756,31.689,1.065,28.454
1953-01,-0.78,-0.673,66,,,False,False,False,1.264,29.524,0.787,26.656
1953-02,-0.717,-0.611,66,,,False,False,False,1.661,31.31,1.036,28.287
1953-03,-0.877,-0.74,66,,,False,False,False,0.938,27.686,0.511,24.296
1953-04,-0.843,-0.715,66,,,False,False,False,1.048,28.354,0.595,25.099
1953-05,-0.909,-0.789,66,,,False,False,False,0.754,26.418,0.444,23.572
1953-06,-1.16,-1.006,66,,,False,False,False,0.289,21.487,0.146,18.541
1953-07,-1.313,-1.171,66,,,False,False,False,0.139,18.342,0.074,16.02
1953-08,-1.334,-1.179,66,,,False,False,False,0.134,18.212,0.067,15.701
1953-09,-1.238,-1.08,66,,,False,False,False,0.208,20.016,0.103,17.208
1953-10,-1.186,-1.055,66,,,False,False,False,0.232,20.505,0.13,18.097
1953-11,-0.93,-0.805,66,,,False,False,False,0.704,26.024,0.404,23.092
1953-12,-0.996,-0.837,66,,,False,False,False,0.611,25.242,0.302,21.694
1954-01,-0.978,-0.83,66,,,False,False,False,0.629,25.408,0.326,22.055
1954-02,-0.867,-0.72,66,,,False,False,False,1.025,28.22,0.535,24.534
1954-03,-0.819,-0.697,66,,,False,False,False,1.136,28.852,0.661,25.678
1954-04,-0.95,-0.815,66,,,False,False,False,0.673,25.774,0.37,22.665
1954-05,-0.99,-0.831,66,,,False,False,False,0.627,25.387,0.309,21.805
1954-06,-1.008,-0.841,66,,,False,False,False,0.6,25.147,0.285,21.43
1954-07,-1.043,-0.88,66,,,False,False,False,0.504,24.224,0.245,20.736
1954-08,-1.036,-0.85,66,,,False,False,False,0.576,24.928,0.253,20.883
1954-09,-0.992,-0.832,66,,,False,False,False,0.623,25.351,0.307,21.772
1954-10,-0.659,-0.55,66,,,False,False,False,2.177,33.188,1.343,29.911
1954-11,-0.264,-0.046,66,,,False,False,False,20.314,53.673,7.748,43.616
1954-12,-0.219,-0.04,66,,,False,False,False,20.882,53.992,9.452,45.524
1955-01,-0.152,-0.007,66,,,False,False,False,24.204,55.736,12.703,48.514
1955-02,-0.161,-0.008,66,,,False,False,False,24.036,55.652,12.2,48.094
1955-03,-0.289,-0.127,66,,,False,False,False,14.17,49.669,6.919,42.567
1955-04,-0.391,-0.2,66,,,False,False,False,10.274,46.348,4.397,38.609
1955-05,-0.496,-0.325,66,,,False,False,False,5.903,41.137,2.768,34.949
1955-06,-0.48,-0.289,66,,,False,False,False,6.918,42.566,2.971,35.485
1955-07,-0.789,-0.68,66,,,False,False,False,1.224,29.317,0.754,26.415
1955-08,-1.054,-0.898,66,,,False,False,False,0.466,23.81,0.233,20.51
1955-09,-1.144,-0.999,66,,,False,False,False,0.298,21.625,0.156,18.83
1955-10,-1.256,-1.081,66,,,False,False,False,0.207,20.003,0.095,16.929
1955-11,-1.349,-1.186,66,,,False,False,False,0.13,18.09,0.063,15.491
1955-12,-1.19,-1.061,66,,,False,False,False,0.226,20.389,0.128,18.019
1956-01,-1.038,-0.85,66,,,False,False,False,0.576,24.928,0.251,20.844
1956-02,-1.113,-0.965,66,,,False,False,False,0.345,22.328,0.18,19.397
1956-03,-1.243,-1.08,66,,,False,False,False,0.208,20.016,0.101,17.134
1956-04,-1.355,-1.19,66,,,False,False,False,0.128,18.027,0.061,15.39
1956-05,-1.48,-1.244,66,,,False,False,False,0.101,17.122,0.035,13.666
1956-06,-1.587,-1.287,66,,,False,False,False,0.083,16.432,0.022,12.339
1956-07,-1.496,-1.262,66,,,False,False,False,0.093,16.82,0.033,13.452
1956-08,-0.989,-0.83,66,,,False,False,False,0.629,25.407,0.311,21.823
1956-09,-0.987,-0.83,66,,,False,False,False,0.629,25.408,0.314,21.871
1956-10,-0.96,-0.822,66,,,False,False,False,0.653,25.608,0.354,22.454
1956-11,-1.046,-0.88,66,,,False,False,False,0.504,24.224,0.241,20.671
1956-12,-0.827,-0.699,66,,,False,False,False,1.126,28.799,0.637,25.47
1957-01,-0.697,-0.583,66,,,False,False,False,1.879,32.153,1.134,28.841
1957-02,-0.544,-0.38,66,,,False,False,False,4.626,39.034,2.237,33.383
1957-03,-0.549,-0.386,66,,,False,False,False,4.498,38.798,2.192,33.235
1957-04,-0.783,-0.678,66,,,False,False,False,1.234,29.372,0.775,26.575
1957-05,-0.798,-0.68,66,,,False,False,False,1.224,29.317,0.724,26.183
1957-06,-0.975,-0.829,66,,,False,False,False,0.633,25.441,0.331,22.126
1957-07,-0.9,-0.77,66,,,False,False,False,0.821,26.905,0.461,23.76
1957-08,-0.802,-0.68,66,,,False,False,False,1.224,29.317,0.712,26.089
1957-09,-0.542,-0.38,66,,,False,False,False,4.626,39.034,2.259,33.454
1957-10,-0.449,-0.243,66,,,False,False,False,8.495,44.489,3.402,36.534
1957-11,-0.49,-0.308,66,,,False,False,False,6.36,41.802,2.846,35.158
1957-12,-0.334,-0.153,66,,,False,False,False,12.673,48.49,5.666,40.775
1958-01,-0.26,-0.045,66,,,False,False,False,20.424,53.735,7.87,43.764
1958-02,-0.009,0.039,66,,,True,False,False,29.642,58.221,23.987,55.628
1958-03,-0.193,-0.029,66,,,False,False,False,21.966,54.584,10.61,46.67
1958-04,-0.382,-0.159,66,,,False,False,False,12.33,48.204,4.585,38.959
1958-05,-0.313,-0.145,66,,,False,False,False,13.093,48.831,6.22,41.603
1958-06,-0.299,-0.136,66,,,False,False,False,13.657,49.276,6.63,42.178
1958-07,-0.343,-0.156,66,,,False,False,False,12.505,48.35,5.445,40.427
1958-08,-0.448,-0.24,66,,,False,False,False,8.605,44.612,3.416,36.567
1958-09,-0.143,-0.005,66,,,False,False,False,24.361,55.813,13.217,48.93
1958-10,-0.151,-0.006,66,,,False,False,False,24.226,55.747,12.774,48.572
1958-11,-0.138,-0.001,66,,,False,False,False,24.854,56.055,13.515,49.165
