well,code,month,observed_m_bg,predicted_m_bg,predicted_lo_m_bg,predicted_hi_m_bg,residual_m
nw11,1C,1995-01,-1.14,-0.3786326093798522,-0.3786326093798522,0.09026900709478158,-0.7613673906201477
nw11,1C,1995-02,-0.77,-0.24000846473894993,-0.24000846473894993,0.23705917100509233,-0.52999153526105
nw11,1C,1995-03,-0.99,-0.33764591340749206,-0.33764591340749206,0.12529031987071873,-0.6523540865925079
nw11,1C,1995-04,-1.15,-0.5924759800334611,-0.5924759800334611,-0.15528642009865892,-0.5575240199665388
nw11,1C,1995-05,-1.3,-0.7863154603693003,-0.7863154603693003,-0.3632998483885206,-0.5136845396306997
nw11,1C,1995-06,-1.37,-1.1132030699540538,-1.1132030699540538,-0.7141743040532311,-0.2567969300459463
nw11,1C,1995-07,-1.59,-1.3408116705927184,-1.3408116705927184,-0.9516763692281106,-0.24918832940728164
nw11,1C,1995-08,-1.79,-1.699167980455934,-1.699167980455934,-1.3344707086512955,-0.09083201954406595
nw11,1C,1995-10,-1.83,-1.551455108567457,-1.551455108567457,-1.172908410295353,-0.278544891432543
nw11,1C,1995-11,-1.76,-1.4669791622518196,-1.4669791622518196,-1.0870614126727585,-0.29302083774818044
nw11,1C,1995-12,-1.8,-1.3390584370657321,-1.3390584370657321,-0.9561641328904706,-0.4609415629342679
nw11,1C,1996-01,-1.82,-1.342995116828984,-1.342995116828984,-0.9684141810192309,-0.4770048831710161
nw11,1C,1996-02,-1.74,-1.2333509397722202,-1.2333509397722202,-0.8558396096529547,-0.5066490602277798
nw11,1C,1996-03,-1.88,-1.2365993732770202,-1.2365993732770202,-0.8646553904205077,-0.6434006267229797
nw11,1C,1996-04,-1.89,-1.2670089745276072,-1.2670089745276072,-0.8991317820007914,-0.6229910254723927
nw13,1D,1989-05,-0.94,-1.024133128200298,-1.024133128200298,-0.6657343144397767,0.08413312820029795
nw13,1D,1989-06,-1.06,-1.133117930161192,-1.133117930161192,-0.7782286461748932,0.07311793016119195
nw13,1D,1989-07,-1.22,-1.4036069153442416,-1.4036069153442416,-1.065850726134128,0.18360691534424167
nw13,1D,1989-08,-1.3,-1.374506496111004,-1.374506496111004,-1.0278144473173831,0.07450649611100402
nw13,1D,1989-09,-1.44,-1.6374009839866586,-1.6374009839866586,-1.3158134816618798,0.19740098398665862
nw13,1D,1989-10,-1.39,-1.4453242120917602,-1.4453242120917602,-1.1065952464518858,0.055324212091760305
nw13,1D,1989-11,-1.34,-1.2989894367036765,-1.2989894367036765,-0.9517950802667694,-0.04101056329632358
nw13,1D,1989-12,-0.96,-1.033004524823613,-1.033004524823613,-0.6666102310612414,0.07300452482361308
nw13,1D,1990-01,-0.65,-0.7300654705605467,-0.7300654705605467,-0.33857851794749844,0.08006547056054669
nw13,1D,1990-02,-0.67,-0.5278425943190141,-0.5278425943190141,-0.1204504485048411,-0.1421574056809859
nw13,1D,1990-03,-0.91,-0.8071795913872164,-0.8071795913872164,-0.4297827542253552,-0.10282040861278363
nw13,1D,1990-04,-1.06,-1.007206881906518,-1.007206881906518,-0.6506164986779746,-0.05279311809348197
nw13,1D,1990-05,-1.26,-1.243489215687615,-1.243489215687615,-0.9054797690068542,-0.016510784312385063
nw13,1D,1990-06,-1.43,-1.4123918639963138,-1.4123918639963138,-1.0851689270835083,-0.01760813600368616
nw13,1D,1990-07,-1.57,-1.5850009640718952,-1.5850009640718952,-1.2655439636455301,0.015000964071895106
nw13,1D,1990-08,-1.68,-1.7140790404653203,-1.7140790404653203,-1.4004034675569532,0.0340790404653204
nw13,1D,1990-10,-1.7,-1.5657499807081894,-1.5657499807081894,-1.238970015731476,-0.13425001929181057
nw13,1D,1990-11,-1.39,-1.3649797076430585,-1.3649797076430585,-1.024352623747442,-0.025020292356941365
nw13,1D,1990-12,-1.16,-0.9883826876832064,-0.9883826876832064,-0.61711553781052,-0.17161731231679356
nw13,1D,1991-01,-1.27,-0.9703419252002758,-0.9703419252002758,-0.6041073918584987,-0.2996580747997242
nw13,1D,1991-02,-1.27,-1.0244102312210581,-1.0244102312210581,-0.670162483484454,-0.2455897687789419
nw13,1D,1991-03,-1.1,-0.9276927280264061,-0.9276927280264061,-0.5658723334848803,-0.17230727197359397
nw13,1D,1991-04,-1.21,-0.8707846769162849,-0.8707846769162849,-0.503407089341615,-0.33921532308371505
nw13,1D,1991-05,-1.4,-1.1729349305891086,-1.1729349305891086,-0.8318676849997916,-0.22706506941089133
nw13,1D,1991-06,-1.54,-1.2922294976588646,-1.2922294976588646,-0.9577988626838758,-0.2477705023411354
nw13,1D,1991-07,-1.7,-1.5722733011127206,-1.5722733011127206,-1.2555197949894765,-0.1277266988872794
nw13,1D,1991-08,-1.8,-1.7667525291323225,-1.7667525291323225,-1.4623641355239407,-0.03324747086767754
nw13,1D,1991-09,-1.8,-1.8930192399939063,-1.8930192399939063,-1.598892768702104,0.09301923999390627
nw13,1D,1991-10,-1.8,-1.6452550429779538,-1.6452550429779538,-1.3288183533586522,-0.15474495702204627
nw13,1D,1991-11,-1.69,-1.4783617016216206,-1.4783617016216206,-1.1507182364902042,-0.21163829837837933
nw13,1D,1991-12,-1.8,-1.5768683182451506,-1.5768683182451506,-1.2651962771251397,-0.22313168175484943
nw13,1D,1992-01,-1.8,-1.5922658835856212,-1.5922658835856212,-1.2882329721620709,-0.2077341164143789
nw13,1D,1992-02,-1.8,-1.5513679167780448,-1.5513679167780448,-1.2476674434598567,-0.2486320832219553
nw13,1D,1992-03,-1.65,-1.424091073872404,-1.424091073872404,-1.1096904739273286,-0.22590892612759594
nw13,1D,1992-04,-1.67,-1.4161046189437032,-1.4161046189437032,-1.1010799777961182,-0.2538953810562967
nw13,1D,1992-05,-1.8,-1.372976176456015,-1.372976176456015,-1.0479171243886014,-0.42702382354398494
nw13,1D,1992-06,-1.93,-1.499013770847614,-1.499013770847614,-1.1785021098793895,-0.43098622915238605
nw13,1D,1992-07,-1.87,-1.5483121387021517,-1.5483121387021517,-1.2248823218398197,-0.32168786129784843
nw13,1D,1992-08,-1.85,-1.3975483356830005,-1.3975483356830005,-1.0542571579720237,-0.45245166431699957
nw13,1D,1992-09,-1.85,-1.3777401274694303,-1.3777401274694303,-1.0318648109792854,-0.4722598725305698
nw13,1D,1992-10,-1.74,-1.2858011216410783,-1.2858011216410783,-0.9347835089726143,-0.4541988783589217
nw13,1D,1992-11,-1.5,-1.0030859194014856,-1.0030859194014856,-0.6290744963619592,-0.4969140805985144
nw13,1D,1992-12,-1.33,-0.8455724391431363,-0.8455724391431363,-0.46266210796606394,-0.4844275608568638
nw13,1D,1993-01,-1.21,-0.7796504962928594,-0.7796504962928594,-0.39535552159539394,-0.43034950370714053
nw13,1D,1993-02,-1.37,-0.9369781704385699,-0.9369781704385699,-0.5730910319140219,-0.4330218295614302
nw13,1D,1993-03,-1.5,-1.0792729658657474,-1.0792729658657474,-0.7322100074044676,-0.4207270341342526
nw13,1D,1993-04,-1.51,-1.075595228305235,-1.075595228305235,-0.7273389605403755,-0.434404771694765
nw13,1D,1993-05,-1.41,-0.8159705274248663,-0.8159705274248663,-0.43746099518523957,-0.5940294725751336
nw13,1D,1993-06,-1.55,-0.8354161006822356,-0.8354161006822356,-0.45186519538507486,-0.7145838993177644
nw13,1D,1993-07,-1.68,-1.0315330888945164,-1.0315330888945164,-0.6599156592302392,-0.6484669111054835
nw13,1D,1993-08,-1.8,-1.1976703228129826,-1.1976703228129826,-0.837651125901271,-0.6023296771870175
nw13,1D,1993-09,-1.84,-1.129329515353255,-1.129329515353255,-0.7617198419330604,-0.7106704846467451
nw13,1D,1993-10,-1.89,-1.2628497660479945,-1.2628497660479945,-0.9123456248315391,-0.6271502339520054
nw13,1D,1993-11,-1.88,-1.1086640462586084,-1.1086640462586084,-0.7487184350461382,-0.7713359537413915
