mode,month,well,observed_h_m,modelled_h_recurrence_m,modelled_h_nearest_hollow_m
R,2024-08,wmc4,-1.01,-0.874,-1.236
R,2024-08,nw8b,-1.57,-1.226,-1.733
R,2024-08,ceh3,-1.19,-1.032,-0.871
R,2024-08,ceh22,-0.8,-0.615,-0.455
R,2024-08,p2,-0.65,-0.439,-0.347
R,2024-08,pe,-1.05,-0.773,-2.278
R,2024-08,pw,-0.88,-0.822,-1.056
R,2024-09,nw1,-1.77,-1.226,-2.103
R,2024-09,nw2,-0.93,-0.835,-1.01
R,2024-09,nw3,-0.8,-0.614,-1.187
R,2024-09,nw4,-0.41,-0.497,-0.718
R,2024-09,nw4b,-0.46,-0.511,-0.814
R,2024-09,nw5,-0.85,-0.805,-0.81
R,2024-09,nw6,-0.6,-0.676,-0.989
R,2024-09,nw7,-1.49,-1.127,-1.968
R,2024-09,nw9,-0.869,-1.014,0.421
R,2024-09,nw10,-1.08,-1.277,-1.041
R,2024-09,nw11,-1.0,-0.86,-1.004
R,2024-09,nw13,-0.95,-0.8,-1.205
R,2024-09,ceh1,-0.77,-0.8,-1.596
R,2024-09,ceh2,-1.35,-1.429,-2.264
R,2024-09,ceh4,-0.94,-0.756,-0.945
R,2024-09,ceh5,-0.77,-0.437,-1.317
R,2024-09,ceh6,-0.34,-0.342,-0.399
R,2024-09,ceh9,-0.81,-0.815,-3.068
R,2024-09,ceh10,-1.64,-0.979,-1.111
R,2024-09,ceh11,-0.7,-0.477,-0.632
R,2024-09,ceh13,-0.92,-1.373,-3.793
R,2024-09,ceh14,-0.9,-1.389,-3.474
R,2024-09,ceh16,-0.95,-1.089,-0.004
R,2024-09,ceh17,-2.2,-1.729,-0.431
R,2024-09,ceh18,-0.98,-0.85,-0.522
R,2024-09,ceh19,-1.04,-1.049,0.607
R,2024-09,ceh21,-1.19,-0.899,-0.651
R,2024-09,ceh23,-0.55,-0.398,-0.571
R,2024-09,ceh24,-0.47,-0.547,-0.646
R,2024-09,ceh25,-0.655,-0.419,-0.599
R,2024-09,ceh26,-0.525,-0.396,-0.794
R,2024-09,ceh27,-0.51,-0.401,-0.603
R,2024-09,ceh28,-0.74,-0.574,-0.754
R,2024-09,ceh30,-1.73,-1.669,-1.563
R,2024-09,ceh31,-1.68,-1.447,-0.227
R,2024-09,ceh33,-1.71,-1.749,-1.723
R,2024-09,ceh34,-0.9,-1.069,-2.308
R,2024-09,ceh36,-0.68,-0.701,-1.776
R,2024-09,ceh39,-0.58,-0.696,-2.935
R,2024-09,ceh40,-0.63,-0.716,-0.995
R,2024-09,ceh41,-0.66,-0.672,-1.082
R,2024-09,ceh42,-0.57,-0.637,0.146
R,2024-09,wmc3,-1.34,-1.003,-2.997
R,2024-09,wmc4,-1.0,-0.82,-1.205
R,2024-09,nw8b,-1.67,-1.152,-1.717
R,2024-09,ceh3,-1.15,-1.009,-0.828
R,2024-09,ceh22,-0.81,-0.556,-0.422
R,2024-09,p2,-0.35,-0.358,-0.263
R,2024-09,pe,-1.02,-0.704,-2.248
R,2024-09,pw,-0.81,-0.771,-1.022
R,2024-10,nw1,-1.65,-1.717,-1.896
R,2024-10,nw2,-0.81,-0.925,-0.987
R,2024-10,nw3,-0.71,-0.819,-1.445
R,2024-10,nw4,-0.47,-0.585,-0.716
R,2024-10,nw4b,-0.52,-0.622,-0.812
R,2024-10,nw5,-0.88,-0.831,-0.039
R,2024-10,nw6,-0.71,-0.737,-0.83
R,2024-10,nw7,-1.47,-1.434,-1.649
R,2024-10,nw9,-0.949,-0.875,0.265
R,2024-10,nw10,-1.13,-1.105,-1.159
R,2024-10,nw11,-0.88,-1.01,-1.164
R,2024-10,nw13,-0.79,-0.925,-1.014
R,2024-10,ceh1,-0.83,-0.774,-1.764
R,2024-10,ceh2,-1.39,-1.331,-2.432
R,2024-10,ceh4,-0.91,-0.916,-0.865
R,2024-10,ceh5,-0.54,-0.785,-1.066
R,2024-10,ceh6,-0.21,-0.566,-0.573
R,2024-10,ceh9,-0.94,-0.803,-2.297
R,2024-10,ceh10,-1.48,-1.558,-1.318
R,2024-10,ceh11,-0.67,-0.821,0.19
R,2024-10,ceh13,-1.06,-0.928,-3.886
R,2024-10,ceh14,-1.11,-0.889,-3.634
R,2024-10,ceh16,-1.0,-0.952,-0.226
R,2024-10,ceh17,-2.18,-2.146,-0.587
R,2024-10,ceh18,-1.11,-1.01,-0.221
R,2024-10,ceh19,-1.02,-1.038,0.379
R,2024-10,ceh21,-1.22,-1.208,-1.105
R,2024-10,ceh23,-0.43,-0.712,-0.744
R,2024-10,ceh24,-0.54,-0.482,-0.484
R,2024-10,ceh25,-0.455,-0.789,-0.717
R,2024-10,ceh26,-0.425,-0.725,-1.002
R,2024-10,ceh27,-0.42,-0.721,-0.845
R,2024-10,ceh28,-0.69,-0.809,-0.864
R,2024-10,ceh30,-1.79,-1.704,-1.801
R,2024-10,ceh31,-1.63,-1.65,-0.449
R,2024-10,ceh33,-1.76,-1.684,-1.961
R,2024-10,ceh34,-0.9,-0.889,-2.401
R,2024-10,ceh36,-0.79,-0.755,-1.696
R,2024-10,ceh39,-0.7,-0.595,-2.164
R,2024-10,ceh40,-0.78,-0.718,-0.842
R,2024-10,ceh41,-0.69,-0.671,-0.717
R,2024-10,ceh42,-0.58,-0.614,1.488
R,2024-10,wmc3,-1.35,-1.293,-2.879
R,2024-10,wmc4,-0.84,-0.982,-1.014
R,2024-10,nw8b,-1.64,-1.604,-1.599
R,2024-10,ceh3,-1.14,-1.182,-0.748
R,2024-10,ceh22,-0.74,-0.781,-0.203
R,2024-10,p2,-0.32,-0.621,-0.591
R,2024-10,pe,-0.94,-1.006,-1.426
R,2024-10,pw,-0.77,-0.859,-0.854
R,2024-11,nw1,-1.63,-1.704,-1.967
R,2024-11,nw2,-0.79,-0.957,-1.033
R,2024-11,nw3,-0.72,-0.857,-1.477
R,2024-11,nw4,-0.47,-0.638,-0.78
R,2024-11,nw4b,-0.49,-0.673,-0.876
R,2024-11,nw5,-0.85,-0.868,-0.178
R,2024-11,nw6,-0.68,-0.779,-0.898
R,2024-11,nw7,-1.47,-1.438,-1.73
R,2024-11,nw9,-0.939,-0.917,0.234
R,2024-11,nw10,-1.1,-1.101,-1.19
R,2024-11,nw11,-0.92,-1.037,-1.192
R,2024-11,nw13,-0.76,-0.957,-1.084
R,2024-11,ceh1,-0.75,-0.815,-1.789
R,2024-11,ceh2,-1.4,-1.323,-2.457
R,2024-11,ceh4,-0.85,-0.948,-0.94
R,2024-11,ceh5,-0.5,-0.844,-1.164
R,2024-11,ceh6,-0.2,-0.644,-0.659
R,2024-11,ceh9,-0.93,-0.842,-2.436
R,2024-11,ceh10,-1.47,-1.549,-1.355
R,2024-11,ceh11,-0.63,-0.877,-0.026
R,2024-11,ceh13,-1.13,-0.928,-3.887
R,2024-11,ceh14,-1.23,-0.889,-3.662
R,2024-11,ceh16,-0.88,-0.991,-0.25
R,2024-11,ceh17,-2.16,-2.132,-0.618
R,2024-11,ceh18,-1.01,-1.037,-0.307
R,2024-11,ceh19,-1.01,-1.073,0.356
R,2024-11,ceh20,-1.34,-1.626,-1.829
R,2024-11,ceh21,-1.2,-1.224,-1.104
R,2024-11,ceh23,-0.38,-0.777,-0.829
R,2024-11,ceh24,-0.53,-0.542,-0.562
R,2024-11,ceh25,-0.425,-0.848,-0.809
R,2024-11,ceh26,-0.385,-0.79,-1.081
R,2024-11,ceh27,-0.38,-0.786,-0.92
R,2024-11,ceh28,-0.65,-0.848,-0.918
R,2024-11,ceh30,-1.82,-1.689,-1.821
R,2024-11,ceh31,-1.71,-1.657,-0.473
R,2024-11,ceh33,-1.79,-1.67,-1.981
R,2024-11,ceh34,-1.01,-0.889,-2.402
R,2024-11,ceh36,-0.78,-0.797,-1.771
R,2024-11,ceh39,-0.7,-0.646,-2.303
R,2024-11,ceh40,-0.77,-0.762,-0.905
R,2024-11,ceh41,-0.68,-0.717,-0.807
R,2024-11,ceh42,-0.59,-0.664,1.277
R,2024-11,wmc3,-1.34,-1.304,-2.928
R,2024-11,wmc4,-0.8,-1.011,-1.084
R,2024-11,nw8b,-1.62,-1.598,-1.648
R,2024-11,ceh3,-1.1,-1.21,-0.823
R,2024-11,ceh22,-0.71,-0.822,-0.297
R,2024-11,p2,-0.27,-0.694,-0.655
R,2024-11,pe,-0.94,-1.032,-1.642
R,2024-11,pw,-0.84,-0.895,-0.921
R,2024-12,nw1,-1.15,-1.433,-1.774
R,2024-12,nw2,-0.35,-0.728,-0.817
R,2024-12,nw3,-0.23,-0.606,-1.221
R,2024-12,nw4,-0.03,-0.401,-0.554
R,2024-12,nw4b,-0.06,-0.433,-0.65
R,2024-12,nw5,-0.56,-0.644,-0.051
R,2024-12,nw6,-0.32,-0.56,-0.704
R,2024-12,nw7,-1.14,-1.181,-1.548
R,2024-12,nw9,-0.669,-0.781,0.463
R,2024-12,nw10,-0.84,-0.912,-0.96
R,2024-12,nw11,-0.41,-0.804,-0.958
R,2024-12,nw13,-0.31,-0.728,-0.891
R,2024-12,ceh1,-0.36,-0.594,-1.553
R,2024-12,ceh2,-1.07,-1.129,-2.221
R,2024-12,ceh4,-0.61,-0.72,-0.723
R,2024-12,ceh5,0.05,-0.572,-0.968
R,2024-12,ceh6,0.17,-0.39,-0.411
R,2024-12,ceh9,-0.57,-0.619,-2.309
R,2024-12,ceh10,-1.14,-1.253,-1.103
R,2024-12,ceh11,-0.23,-0.602,0.104
R,2024-12,ceh13,-0.91,-0.742,-3.703
R,2024-12,ceh14,-0.97,-0.704,-3.428
R,2024-12,ceh16,-0.77,-0.852,-0.013
R,2024-12,ceh17,-1.97,-1.941,-0.389
R,2024-12,ceh18,-0.76,-0.804,-0.129
R,2024-12,ceh19,-0.81,-0.93,0.594
R,2024-12,ceh20,-1.01,-1.427,-1.588
R,2024-12,ceh21,-1.02,-0.98,-0.843
R,2024-12,ceh23,0.0,-0.511,-0.58
R,2024-12,ceh24,0.01,-0.311,-0.348
R,2024-12,ceh25,0.195,-0.576,-0.567
R,2024-12,ceh26,-0.035,-0.523,-0.828
R,2024-12,ceh27,0.1,-0.519,-0.662
R,2024-12,ceh28,-0.14,-0.597,-0.682
R,2024-12,ceh30,-1.57,-1.489,-1.58
R,2024-12,ceh31,-1.42,-1.488,-0.236
R,2024-12,ceh33,-1.62,-1.47,-1.74
R,2024-12,ceh34,-0.71,-0.704,-2.218
R,2024-12,ceh36,-0.51,-0.577,-1.554
R,2024-12,ceh39,-0.38,-0.435,-2.176
R,2024-12,ceh40,-0.37,-0.544,-0.705
R,2024-12,ceh41,-0.32,-0.502,-0.633
R,2024-12,ceh42,-0.31,-0.451,1.337
R,2024-12,wmc3,-1.01,-1.055,-2.798
R,2024-12,wmc4,-0.34,-0.779,-0.891
R,2024-12,nw8b,-1.26,-1.332,-1.518
R,2024-12,ceh3,-0.99,-1.061,-0.606
R,2024-12,ceh22,-0.54,-0.573,-0.098
R,2024-12,p2,-0.05,-0.436,-0.388
R,2024-12,pe,-0.55,-0.769,-1.512
R,2024-12,pw,-0.52,-0.67,-0.725
R,2025-01,nw1,-0.94,-1.148,-1.564
R,2025-01,nw2,-0.13,-0.484,-0.585
R,2025-01,nw3,0.0,-0.341,-0.951
R,2025-01,nw4,0.02,-0.149,-0.312
R,2025-01,nw4b,0.04,-0.18,-0.408
R,2025-01,nw5,-0.39,-0.405,0.098
R,2025-01,nw6,-0.21,-0.325,-0.492
R,2025-01,nw7,-0.94,-0.911,-1.347
R,2025-01,nw9,-0.539,-0.632,0.708
R,2025-01,nw10,-0.61,-0.696,-0.715
R,2025-01,nw11,-0.2,-0.555,-0.71
R,2025-01,nw13,-0.12,-0.484,-0.681
R,2025-01,ceh1,-0.02,-0.357,-1.303
R,2025-01,ceh2,-0.95,-0.909,-1.971
R,2025-01,ceh4,-0.48,-0.476,-0.491
R,2025-01,ceh5,0.15,-0.298,-0.756
R,2025-01,ceh6,0.28,-0.132,-0.159
R,2025-01,ceh9,-0.41,-0.381,-2.16
R,2025-01,ceh10,-0.9,-0.946,-0.837
R,2025-01,ceh11,-0.13,-0.325,0.248
R,2025-01,ceh13,-0.77,-0.529,-3.492
R,2025-01,ceh14,-0.86,-0.492,-3.18
R,2025-01,ceh16,-0.63,-0.699,0.239
R,2025-01,ceh17,-1.83,-1.74,-0.144
R,2025-01,ceh18,-0.63,-0.555,0.067
R,2025-01,ceh19,-0.72,-0.774,0.846
R,2025-01,ceh20,-0.91,-1.202,-1.333
R,2025-01,ceh21,-0.9,-0.721,-0.569
R,2025-01,ceh23,0.01,-0.243,-0.328
R,2025-01,ceh24,0.1,-0.065,-0.118
R,2025-01,ceh25,0.305,-0.301,-0.32
R,2025-01,ceh26,0.005,-0.253,-0.57
R,2025-01,ceh27,0.2,-0.25,-0.401
R,2025-01,ceh28,0.0,-0.333,-0.431
R,2025-01,ceh30,-1.41,-1.262,-1.325
R,2025-01,ceh31,-1.33,-1.307,0.016
R,2025-01,ceh33,-1.37,-1.244,-1.485
R,2025-01,ceh34,-0.56,-0.492,-2.007
R,2025-01,ceh36,-0.27,-0.341,-1.322
R,2025-01,ceh39,-0.19,-0.207,-2.027
R,2025-01,ceh40,-0.23,-0.31,-0.488
R,2025-01,ceh41,-0.04,-0.27,-0.44
R,2025-01,ceh42,-0.21,-0.223,1.422
R,2025-01,wmc3,-0.89,-0.792,-2.654
R,2025-01,wmc4,-0.11,-0.531,-0.681
R,2025-01,nw8b,-1.13,-1.053,-1.374
R,2025-01,ceh3,-0.85,-0.899,-0.374
R,2025-01,ceh22,-0.46,-0.31,0.119
R,2025-01,p2,-0.01,-0.174,-0.118
R,2025-01,pe,-0.41,-0.494,-1.368
R,2025-01,pw,-0.26,-0.428,-0.511
R,2025-02,nw1,-1.09,-1.194,-1.68
R,2025-02,nw2,-0.27,-0.568,-0.681
R,2025-02,nw3,-0.08,-0.441,-1.047
R,2025-02,nw4,0.01,-0.262,-0.434
R,2025-02,nw4b,-0.02,-0.29,-0.53
R,2025-02,nw5,-0.39,-0.493,-0.076
R,2025-02,nw6,-0.32,-0.418,-0.606
R,2025-02,nw7,-1.0,-0.97,-1.472
R,2025-02,nw9,-0.619,-0.703,0.625
R,2025-02,nw10,-0.62,-0.71,-0.798
R,2025-02,nw11,-0.34,-0.635,-0.79
R,2025-02,nw13,-0.23,-0.568,-0.797
R,2025-02,ceh1,-0.17,-0.448,-1.381
R,2025-02,ceh2,-0.87,-0.919,-2.049
R,2025-02,ceh4,-0.53,-0.56,-0.621
R,2025-02,ceh5,0.02,-0.443,-0.905
R,2025-02,ceh6,0.12,-0.293,-0.324
R,2025-02,ceh9,-0.39,-0.471,-2.334
R,2025-02,ceh10,-0.95,-1.007,-0.936
R,2025-02,ceh11,-0.2,-0.469,-0.016
R,2025-02,ceh13,-0.78,-0.546,-3.511
R,2025-02,ceh14,-0.92,-0.509,-3.26
R,2025-02,ceh16,-0.85,-0.767,0.162
R,2025-02,ceh17,-1.89,-1.761,-0.227
R,2025-02,ceh18,-0.65,-0.635,-0.062
R,2025-02,ceh19,-0.71,-0.839,0.77
R,2025-02,ceh20,-0.9,-1.206,-1.406
R,2025-02,ceh21,-0.89,-0.791,-0.625
R,2025-02,ceh23,-0.02,-0.393,-0.493
R,2025-02,ceh24,0.07,-0.183,-0.251
R,2025-02,ceh25,0.155,-0.447,-0.49
R,2025-02,ceh26,-0.025,-0.403,-0.731
R,2025-02,ceh27,0.09,-0.399,-0.558
R,2025-02,ceh28,-0.04,-0.434,-0.545
R,2025-02,ceh30,-1.37,-1.265,-1.398
R,2025-02,ceh31,-1.32,-1.348,-0.061
R,2025-02,ceh33,-1.39,-1.247,-1.558
R,2025-02,ceh34,-0.49,-0.509,-2.026
R,2025-02,ceh36,-0.43,-0.433,-1.452
R,2025-02,ceh39,-0.16,-0.306,-2.201
R,2025-02,ceh40,-0.23,-0.403,-0.598
R,2025-02,ceh41,-0.04,-0.366,-0.573
R,2025-02,ceh42,-0.25,-0.321,1.188
R,2025-02,wmc3,-0.91,-0.858,-2.73
R,2025-02,wmc4,-0.27,-0.612,-0.797
R,2025-02,nw8b,-1.2,-1.105,-1.45
R,2025-02,ceh3,-0.89,-0.958,-0.504
R,2025-02,ceh22,-0.52,-0.412,-0.027
R,2025-02,p2,-0.06,-0.33,-0.268
R,2025-02,pe,-0.46,-0.584,-1.632
R,2025-02,pw,-0.27,-0.515,-0.624
R,2025-03,nw1,-1.39,-1.326,-1.879
R,2025-03,nw2,-0.59,-0.735,-0.86
R,2025-03,nw3,-0.4,-0.629,-1.231
R,2025-03,nw4,-0.23,-0.461,-0.642
R,2025-03,nw4b,-0.28,-0.488,-0.738
R,2025-03,nw5,-0.64,-0.665,-0.329
R,2025-03,nw6,-0.49,-0.595,-0.803
R,2025-03,nw7,-1.19,-1.115,-1.679
R,2025-03,nw9,-0.729,-0.832,0.457
R,2025-03,nw10,-0.88,-0.806,-0.965
R,2025-03,nw11,-0.69,-0.799,-0.954
R,2025-03,nw13,-0.56,-0.735,-0.995
R,2025-03,ceh1,-0.53,-0.623,-1.543
R,2025-03,ceh2,-1.09,-1.012,-2.211
R,2025-03,ceh4,-0.76,-0.728,-0.837
R,2025-03,ceh5,-0.42,-0.667,-1.139
R,2025-03,ceh6,-0.29,-0.529,-0.566
R,2025-03,ceh9,-0.59,-0.644,-2.587
R,2025-03,ceh10,-1.27,-1.159,-1.123
R,2025-03,ceh11,-0.5,-0.69,-0.347
R,2025-03,ceh13,-0.92,-0.645,-3.613
R,2025-03,ceh14,-0.84,-0.61,-3.424
R,2025-03,ceh16,-0.79,-0.893,0.001
R,2025-03,ceh17,-2.05,-1.843,-0.395
R,2025-03,ceh18,-0.88,-0.799,-0.272
R,2025-03,ceh19,-0.85,-0.962,0.61
R,2025-03,ceh20,-1.09,-1.294,-1.564
R,2025-03,ceh21,-1.05,-0.946,-0.766
R,2025-03,ceh23,-0.34,-0.621,-0.735
R,2025-03,ceh24,-0.25,-0.387,-0.469
R,2025-03,ceh25,-0.445,-0.669,-0.736
R,2025-03,ceh26,-0.255,-0.629,-0.968
R,2025-03,ceh27,-0.27,-0.626,-0.792
R,2025-03,ceh28,-0.34,-0.622,-0.745
R,2025-03,ceh30,-1.59,-1.352,-1.556
R,2025-03,ceh31,-1.46,-1.448,-0.222
R,2025-03,ceh33,-1.55,-1.334,-1.716
R,2025-03,ceh34,-0.66,-0.61,-2.128
R,2025-03,ceh36,-0.6,-0.609,-1.668
R,2025-03,ceh39,-0.36,-0.489,-2.454
R,2025-03,ceh40,-0.44,-0.581,-0.791
R,2025-03,ceh41,-0.31,-0.545,-0.786
R,2025-03,ceh42,-0.41,-0.503,0.879
R,2025-03,wmc3,-1.1,-1.01,-2.865
R,2025-03,wmc4,-0.61,-0.778,-0.995
R,2025-03,nw8b,-1.38,-1.242,-1.585
R,2025-03,ceh3,-0.95,-1.076,-0.72
R,2025-03,ceh22,-0.63,-0.602,-0.258
R,2025-03,p2,-0.34,-0.563,-0.495
R,2025-03,pe,-0.66,-0.763,-1.963
R,2025-03,pw,-0.56,-0.686,-0.819
R,2025-04,nw1,-1.63,-1.321,-1.936
R,2025-04,nw2,-0.81,-0.764,-0.899
R,2025-04,nw3,-0.63,-0.655,-1.253
R,2025-04,nw4,-0.47,-0.498,-0.687
R,2025-04,nw4b,-0.47,-0.523,-0.783
R,2025-04,nw5,-0.8,-0.697,-0.437
R,2025-04,nw6,-0.66,-0.631,-0.859
R,2025-04,nw7,-1.34,-1.122,-1.744
R,2025-04,nw9,-0.949,-0.868,0.429
R,2025-04,nw10,-1.05,-0.837,-0.993
R,2025-04,nw11,-0.84,-0.823,-0.979
R,2025-04,nw13,-0.8,-0.764,-1.052
R,2025-04,ceh1,-0.75,-0.657,-1.566
R,2025-04,ceh2,-1.24,-1.039,-2.234
R,2025-04,ceh4,-0.91,-0.757,-0.89
R,2025-04,ceh5,-0.56,-0.676,-1.208
R,2025-04,ceh6,-0.47,-0.55,-0.591
R,2025-04,ceh9,-0.78,-0.677,-2.695
R,2025-04,ceh10,-1.47,-1.151,-1.149
R,2025-04,ceh11,-0.74,-0.697,-0.455
R,2025-04,ceh13,-1.06,-0.679,-3.648
R,2025-04,ceh14,-1.01,-0.644,-3.449
R,2025-04,ceh16,-0.95,-0.926,-0.021
R,2025-04,ceh17,-2.15,-1.833,-0.423
R,2025-04,ceh18,-1.04,-0.823,-0.341
R,2025-04,ceh19,-1.02,-0.992,0.588
R,2025-04,ceh20,-1.22,-1.315,-1.583
R,2025-04,ceh21,-1.19,-0.963,-0.769
R,2025-04,ceh23,-0.53,-0.634,-0.76
R,2025-04,ceh24,-0.55,-0.429,-0.524
R,2025-04,ceh25,-0.655,-0.678,-0.765
R,2025-04,ceh26,-0.495,-0.642,-0.989
R,2025-04,ceh27,-0.5,-0.639,-0.811
R,2025-04,ceh28,-0.57,-0.649,-0.782
R,2025-04,ceh30,-1.71,-1.372,-1.575
R,2025-04,ceh31,-1.57,-1.456,-0.244
R,2025-04,ceh33,-1.69,-1.355,-1.735
R,2025-04,ceh34,-0.81,-0.644,-2.163
R,2025-04,ceh36,-0.8,-0.644,-1.721
R,2025-04,ceh39,-0.57,-0.531,-2.562
R,2025-04,ceh40,-0.65,-0.618,-0.843
R,2025-04,ceh41,-0.51,-0.584,-0.858
R,2025-04,ceh42,-0.57,-0.545,0.717
R,2025-04,wmc3,-1.25,-1.022,-2.905
R,2025-04,wmc4,-0.81,-0.803,-1.052
R,2025-04,nw8b,-1.53,-1.241,-1.625
R,2025-04,ceh3,-1.19,-1.101,-0.773
R,2025-04,ceh22,-0.78,-0.63,-0.324
R,2025-04,p2,-0.55,-0.582,-0.507
R,2025-04,pe,-0.9,-0.78,-2.071
R,2025-04,pw,-0.78,-0.717,-0.873
R,2025-05,nw1,-1.8,-1.49,-2.163
R,2025-05,nw2,-0.97,-0.964,-1.109
R,2025-05,nw3,-0.69,-0.866,-1.461
R,2025-05,nw4,-0.49,-0.719,-0.916
R,2025-05,nw4b,-0.45,-0.743,-1.012
R,2025-05,nw5,-0.91,-0.901,-0.713
R,2025-05,nw6,-0.66,-0.839,-1.085
R,2025-05,nw7,-1.48,-1.302,-1.979
R,2025-05,nw9,-0.949,-1.021,0.229
R,2025-05,nw10,-1.25,-1.017,-1.193
R,2025-05,nw11,-0.91,-1.02,-1.176
R,2025-05,nw13,-0.97,-0.964,-1.279
R,2025-05,ceh1,-0.86,-0.864,-1.762
R,2025-05,ceh2,-1.39,-1.215,-2.43
R,2025-05,ceh4,-1.0,-0.958,-1.126
R,2025-05,ceh5,-0.68,-0.875,-1.46
R,2025-05,ceh6,-0.63,-0.761,-0.806
R,2025-05,ceh9,-0.84,-0.883,-2.971
R,2025-05,ceh10,-1.64,-1.33,-1.359
R,2025-05,ceh11,-0.82,-0.894,-0.744
R,2025-05,ceh13,-1.01,-0.862,-3.833
R,2025-05,ceh14,-1.28,-0.828,-3.646
R,2025-05,ceh16,-1.05,-1.077,-0.215
R,2025-05,ceh17,-2.2,-1.943,-0.623
R,2025-05,ceh18,-1.05,-1.02,-0.579
R,2025-05,ceh19,-1.07,-1.139,0.394
R,2025-05,ceh20,-1.35,-1.486,-1.775
R,2025-05,ceh21,-1.23,-1.152,-0.946
R,2025-05,ceh23,-0.53,-0.837,-0.974
R,2025-05,ceh24,-0.53,-0.655,-0.762
R,2025-05,ceh25,-0.715,-0.878,-0.984
R,2025-05,ceh26,-0.495,-0.844,-1.2
R,2025-05,ceh27,-0.64,-0.842,-1.019
R,2025-05,ceh28,-0.57,-0.86,-1.005
R,2025-05,ceh30,-1.88,-1.543,-1.767
R,2025-05,ceh31,-1.67,-1.583,-0.438
R,2025-05,ceh33,-1.78,-1.525,-1.927
R,2025-05,ceh34,-0.98,-0.828,-2.348
R,2025-05,ceh36,-0.75,-0.851,-1.957
R,2025-05,ceh39,-0.61,-0.745,-2.838
R,2025-05,ceh40,-0.64,-0.826,-1.065
R,2025-05,ceh41,-0.6,-0.795,-1.099
R,2025-05,ceh42,-0.58,-0.757,0.39
R,2025-05,wmc3,-1.47,-1.208,-3.063
R,2025-05,wmc4,-1.0,-1.001,-1.279
R,2025-05,nw8b,-1.64,-1.414,-1.783
R,2025-05,ceh3,-1.09,-1.243,-1.009
R,2025-05,ceh22,-0.829,-0.843,-0.573
R,2025-05,p2,-0.52,-0.79,-0.71
R,2025-05,pe,-1.03,-0.984,-2.36
R,2025-05,pw,-0.85,-0.92,-1.098
R,2025-06,nw1,-1.88,-1.498,-2.227
R,2025-06,nw2,-1.07,-1.002,-1.157
R,2025-06,nw3,-0.94,-0.891,-1.483
R,2025-06,nw4,-0.72,-0.754,-0.958
R,2025-06,nw4b,-0.68,-0.776,-1.054
R,2025-06,nw5,-1.06,-0.943,-0.823
R,2025-06,nw6,-0.84,-0.884,-1.148
R,2025-06,nw7,-1.58,-1.321,-2.05
R,2025-06,nw9,-1.019,-1.066,0.191
R,2025-06,nw10,-1.34,-1.116,-1.231
R,2025-06,nw11,-1.1,-1.055,-1.211
R,2025-06,nw13,-1.02,-1.002,-1.343
R,2025-06,ceh1,-0.96,-0.908,-1.795
R,2025-06,ceh2,-1.5,-1.311,-2.463
R,2025-06,ceh4,-1.05,-0.996,-1.175
R,2025-06,ceh5,-0.82,-0.836,-1.522
R,2025-06,ceh6,-0.58,-0.732,-0.78
R,2025-06,ceh9,-1.01,-0.926,-3.081
R,2025-06,ceh10,-1.68,-1.326,-1.384
R,2025-06,ceh11,-0.95,-0.853,-0.787
R,2025-06,ceh13,-1.3,-0.964,-3.937
R,2025-06,ceh14,-1.52,-0.93,-3.681
R,2025-06,ceh16,-1.11,-1.12,-0.248
R,2025-06,ceh17,-2.27,-1.947,-0.661
R,2025-06,ceh18,-1.19,-1.055,-0.653
R,2025-06,ceh19,-1.08,-1.179,0.362
R,2025-06,ceh20,-1.56,-1.577,-1.805
R,2025-06,ceh21,-1.31,-1.179,-0.962
R,2025-06,ceh23,-0.71,-0.801,-0.949
R,2025-06,ceh24,-0.76,-0.693,-0.812
R,2025-06,ceh25,-0.805,-0.838,-0.961
R,2025-06,ceh26,-0.705,-0.808,-1.171
R,2025-06,ceh27,-0.72,-0.806,-0.988
R,2025-06,ceh28,-0.83,-0.886,-1.04
R,2025-06,ceh30,-1.87,-1.632,-1.797
R,2025-06,ceh31,-1.75,-1.603,-0.471
R,2025-06,ceh33,-1.89,-1.615,-1.957
R,2025-06,ceh34,-1.03,-0.93,-2.452
R,2025-06,ceh36,-0.9,-0.896,-2.006
R,2025-06,ceh39,-0.81,-0.796,-2.948
R,2025-06,ceh40,-0.88,-0.873,-1.124
R,2025-06,ceh41,-0.78,-0.843,-1.176
R,2025-06,ceh42,-0.74,-0.808,0.233
R,2025-06,wmc3,-1.59,-1.232,-3.113
R,2025-06,wmc4,-1.07,-1.038,-1.343
R,2025-06,nw8b,-1.75,-1.427,-1.833
R,2025-06,ceh3,-1.09,-1.278,-1.058
R,2025-06,ceh22,-0.88,-0.869,-0.633
R,2025-06,p2,-0.66,-0.758,-0.673
R,2025-06,pe,-1.15,-1.001,-2.403
R,2025-06,pw,-0.98,-0.961,-1.159
R,2025-07,nw1,-2.06,-1.726,-2.508
R,2025-07,nw2,-1.24,-1.259,-1.422
R,2025-07,nw3,-0.966,-1.156,-1.744
R,2025-07,nw4,-0.8,-1.027,-1.238
R,2025-07,nw4b,-0.84,-1.048,-1.334
R,2025-07,nw5,-1.15,-1.203,-1.146
R,2025-07,nw6,-0.879,-1.147,-1.427
R,2025-07,nw7,-1.629,-1.559,-2.337
R,2025-07,nw9,-1.139,-1.259,-0.064
R,2025-07,nw10,-1.51,-1.383,-1.486
R,2025-07,nw11,-1.28,-1.309,-1.464
