mode,month,well,observed_h_m,modelled_h_recurrence_m,modelled_h_nearest_hollow_m
R,2023-10,ceh24,-0.19,-0.483,-0.382
R,2023-10,ceh25,-0.035,-0.355,-0.321
R,2023-10,ceh26,-0.035,-0.291,-0.611
R,2023-10,ceh27,-0.03,-0.305,-0.45
R,2023-10,ceh28,-0.21,-0.539,-0.595
R,2023-10,ceh30,-1.74,-1.838,-1.686
R,2023-10,ceh31,-1.45,-1.626,-0.302
R,2023-10,ceh33,-1.78,-1.936,-1.846
R,2023-10,ceh34,-1.02,-1.102,-2.263
R,2023-10,ceh36,-0.49,-0.641,-1.473
R,2023-10,ceh39,-0.47,-0.632,-2.066
R,2023-10,ceh40,-0.45,-0.67,-0.78
R,2023-10,ceh41,-0.36,-0.585,-0.631
R,2023-10,ceh42,-0.29,-0.519,1.636
R,2023-10,wmc3,-1.13,-1.217,-2.787
R,2023-10,wmc4,-0.64,-0.868,-0.911
R,2023-10,nw8b,-1.38,-1.5,-1.507
R,2023-10,ceh3,-0.75,-0.9,-0.525
R,2023-10,ceh22,-0.45,-0.502,0.045
R,2023-10,ceh37,-0.26,-0.567,-0.594
R,2023-10,p2,-0.08,-0.186,-0.162
R,2023-10,pe,-0.59,-0.811,-1.157
R,2023-10,pw,-0.59,-0.774,-0.766
R,2023-11,nw1,-1.28,-1.537,-1.798
R,2023-11,nw2,-0.49,-0.834,-0.901
R,2023-11,nw3,-0.19,-0.568,-1.168
R,2023-11,nw4,0.01,-0.34,-0.48
R,2023-11,nw4b,0.0,-0.366,-0.576
R,2023-11,nw5,-0.56,-0.781,0.01
R,2023-11,nw6,-0.37,-0.549,-0.674
R,2023-11,nw7,-1.24,-1.359,-1.605
R,2023-11,nw9,-0.559,-0.884,0.467
R,2023-11,nw10,-1.04,-1.281,-1.029
R,2023-11,nw11,-0.55,-0.878,-1.012
R,2023-11,nw13,-0.4,-0.772,-0.891
R,2023-11,ceh1,-0.52,-0.772,-1.631
R,2023-11,ceh2,-1.29,-1.464,-2.299
R,2023-11,ceh4,-0.58,-0.692,-0.625
R,2023-11,ceh5,0.1,-0.376,-0.822
R,2023-11,ceh6,0.16,-0.135,-0.15
R,2023-11,ceh9,-0.59,-0.798,-2.248
R,2023-11,ceh10,-1.21,-1.277,-1.077
R,2023-11,ceh11,-0.19,-0.476,0.341
R,2023-11,ceh13,-1.25,-1.396,-3.684
R,2023-11,ceh14,-1.2,-1.416,-3.482
R,2023-11,ceh16,-0.8,-1.004,-0.016
R,2023-11,ceh17,-2.01,-2.016,-0.385
R,2023-11,ceh18,-0.68,-0.861,-0.078
R,2023-11,ceh19,-0.78,-0.94,0.589
R,2023-11,ceh20,-1.24,-1.358,-1.625
R,2023-11,ceh21,-0.88,-0.95,-0.83
R,2023-11,ceh23,-0.01,-0.277,-0.329
R,2023-11,ceh24,-0.09,-0.436,-0.36
R,2023-11,ceh25,0.175,-0.331,-0.326
R,2023-11,ceh26,-0.025,-0.272,-0.603
R,2023-11,ceh27,0.04,-0.285,-0.438
R,2023-11,ceh28,-0.02,-0.489,-0.56
R,2023-11,ceh30,-1.66,-1.753,-1.617
R,2023-11,ceh31,-1.41,-1.569,-0.239
R,2023-11,ceh33,-1.71,-1.849,-1.777
R,2023-11,ceh34,-0.89,-1.03,-2.199
R,2023-11,ceh36,-0.49,-0.594,-1.456
R,2023-11,ceh39,-0.35,-0.585,-2.115
R,2023-11,ceh40,-0.32,-0.62,-0.751
R,2023-11,ceh41,-0.27,-0.54,-0.63
R,2023-11,ceh42,-0.21,-0.478,1.512
R,2023-11,wmc3,-1.07,-1.136,-2.775
R,2023-11,wmc4,-0.44,-0.807,-0.891
R,2023-11,nw8b,-1.3,-1.403,-1.495
R,2023-11,ceh3,-0.63,-0.876,-0.508
R,2023-11,ceh22,-0.49,-0.454,0.042
R,2023-11,ceh37,-0.08,-0.515,-0.572
R,2023-11,p2,-0.03,-0.177,-0.142
R,2023-11,pe,-0.48,-0.743,-1.275
R,2023-11,pw,-0.46,-0.718,-0.742
R,2023-12,nw1,-1.07,-1.256,-1.596
R,2023-12,nw2,-0.26,-0.593,-0.674
R,2023-12,nw3,0.0,-0.314,-0.911
R,2023-12,nw4,0.0,-0.101,-0.252
R,2023-12,nw4b,0.01,-0.126,-0.348
R,2023-12,nw5,-0.39,-0.543,0.145
R,2023-12,nw6,-0.17,-0.325,-0.473
R,2023-12,nw7,-0.99,-1.088,-1.411
R,2023-12,nw9,-0.609,-0.737,0.702
R,2023-12,nw10,-0.75,-1.074,-0.79
R,2023-12,nw11,-0.33,-0.635,-0.77
R,2023-12,nw13,-0.18,-0.534,-0.691
R,2023-12,ceh1,-0.15,-0.534,-1.386
R,2023-12,ceh2,-0.99,-1.253,-2.054
R,2023-12,ceh4,-0.38,-0.459,-0.408
R,2023-12,ceh5,0.18,-0.123,-0.628
R,2023-12,ceh6,0.25,0.097,0.076
R,2023-12,ceh9,-0.29,-0.56,-2.113
R,2023-12,ceh10,-0.45,-0.978,-0.822
R,2023-12,ceh11,-0.13,-0.214,0.461
R,2023-12,ceh13,-1.05,-1.187,-3.489
R,2023-12,ceh14,-0.78,-1.206,-3.24
R,2023-12,ceh16,-0.64,-0.851,0.227
R,2023-12,ceh17,-1.83,-1.818,-0.15
R,2023-12,ceh18,-0.51,-0.618,0.106
R,2023-12,ceh19,-0.69,-0.79,0.833
R,2023-12,ceh20,-0.99,-1.149,-1.377
R,2023-12,ceh21,-0.82,-0.702,-0.566
R,2023-12,ceh23,0.01,-0.032,-0.102
R,2023-12,ceh24,0.16,-0.191,-0.139
R,2023-12,ceh25,0.295,-0.081,-0.104
R,2023-12,ceh26,0.015,-0.028,-0.369
R,2023-12,ceh27,0.22,-0.04,-0.2
R,2023-12,ceh28,0.06,-0.241,-0.326
R,2023-12,ceh30,-1.43,-1.537,-1.369
R,2023-12,ceh31,-1.21,-1.391,0.004
R,2023-12,ceh33,-1.48,-1.632,-1.529
R,2023-12,ceh34,-0.65,-0.828,-2.004
R,2023-12,ceh36,-0.34,-0.367,-1.239
R,2023-12,ceh39,-0.09,-0.358,-1.98
R,2023-12,ceh40,-0.19,-0.392,-0.542
R,2023-12,ceh41,0.02,-0.316,-0.447
R,2023-12,ceh42,-0.06,-0.258,1.578
R,2023-12,wmc3,-0.88,-0.878,-2.639
R,2023-12,wmc4,-0.22,-0.568,-0.691
R,2023-12,nw8b,-1.04,-1.13,-1.359
R,2023-12,ceh3,-1.05,-0.729,-0.291
R,2023-12,ceh22,-0.44,-0.208,0.24
R,2023-12,ceh37,0.2,-0.265,-0.351
R,2023-12,p2,-0.02,0.059,0.102
R,2023-12,pe,-0.4,-0.478,-1.155
R,2023-12,pw,-0.23,-0.484,-0.537
R,2024-01,nw1,-0.88,-1.027,-1.442
R,2024-01,nw2,-0.09,-0.402,-0.497
R,2024-01,nw3,0.01,-0.119,-0.712
R,2024-01,nw4,0.03,0.08,-0.08
R,2024-01,nw4b,0.02,0.057,-0.176
R,2024-01,nw5,0.0,-0.355,0.237
R,2024-01,nw6,0.06,-0.149,-0.32
R,2024-01,nw7,-0.81,-0.869,-1.264
R,2024-01,nw9,-0.429,-0.621,0.888
R,2024-01,nw10,-0.46,-0.889,-0.6
R,2024-01,nw11,-0.09,-0.442,-0.578
R,2024-01,nw13,-0.03,-0.347,-0.538
R,2024-01,ceh1,0.1,-0.347,-1.19
R,2024-01,ceh2,-0.81,-1.065,-1.858
R,2024-01,ceh4,-0.23,-0.276,-0.247
R,2024-01,ceh5,0.21,0.054,-0.488
R,2024-01,ceh6,0.35,0.254,0.228
R,2024-01,ceh9,-0.18,-0.371,-2.021
R,2024-01,ceh10,-0.17,-0.74,-0.625
R,2024-01,ceh11,-0.05,-0.029,0.516
R,2024-01,ceh13,-0.89,-1.0,-3.316
R,2024-01,ceh14,-0.49,-1.018,-3.048
R,2024-01,ceh16,-0.51,-0.73,0.419
R,2024-01,ceh17,-1.76,-1.654,0.036
R,2024-01,ceh18,-0.4,-0.426,0.243
R,2024-01,ceh19,-0.62,-0.671,1.026
R,2024-01,ceh20,-0.87,-0.963,-1.179
R,2024-01,ceh21,-0.72,-0.505,-0.353
R,2024-01,ceh23,0.02,0.137,0.05
R,2024-01,ceh24,0.25,-0.004,0.027
R,2024-01,ceh25,0.325,0.092,0.045
R,2024-01,ceh26,0.025,0.14,-0.209
R,2024-01,ceh27,0.32,0.13,-0.037
R,2024-01,ceh28,0.08,-0.05,-0.149
R,2024-01,ceh30,-1.34,-1.343,-1.171
R,2024-01,ceh31,-1.18,-1.246,0.196
R,2024-01,ceh33,-1.36,-1.436,-1.331
R,2024-01,ceh34,-0.49,-0.647,-1.831
R,2024-01,ceh36,-0.25,-0.189,-1.078
R,2024-01,ceh39,0.03,-0.181,-1.888
R,2024-01,ceh40,-0.19,-0.212,-0.38
R,2024-01,ceh41,0.03,-0.141,-0.311
R,2024-01,ceh42,0.04,-0.086,1.603
R,2024-01,wmc3,-0.76,-0.671,-2.533
R,2024-01,wmc4,-0.08,-0.379,-0.538
R,2024-01,nw8b,-0.96,-0.908,-1.253
R,2024-01,ceh3,-0.89,-0.613,-0.13
R,2024-01,ceh22,-0.35,-0.019,0.384
R,2024-01,ceh37,0.3,-0.073,-0.185
R,2024-01,p2,0.01,0.22,0.271
R,2024-01,pe,-0.31,-0.272,-1.1
R,2024-01,pw,-0.23,-0.299,-0.38
R,2024-02,nw1,-0.8,-0.95,-1.435
R,2024-02,nw2,-0.01,-0.36,-0.467
R,2024-02,nw3,0.05,-0.087,-0.677
R,2024-02,nw4,0.05,0.099,-0.071
R,2024-02,nw4b,0.04,0.078,-0.167
R,2024-02,nw5,0.07,-0.315,0.186
R,2024-02,nw6,0.09,-0.122,-0.314
R,2024-02,nw7,-0.57,-0.8,-1.263
R,2024-02,nw9,-0.269,-0.604,0.924
R,2024-02,nw10,-0.14,-0.813,-0.559
R,2024-02,nw11,0.03,-0.398,-0.535
R,2024-02,nw13,0.05,-0.308,-0.531
R,2024-02,ceh1,0.18,-0.308,-1.144
R,2024-02,ceh2,-0.54,-0.986,-1.812
R,2024-02,ceh4,-0.14,-0.241,-0.247
R,2024-02,ceh5,0.23,0.05,-0.509
R,2024-02,ceh6,0.45,0.232,0.2
R,2024-02,ceh9,-0.1,-0.33,-2.072
R,2024-02,ceh10,-0.14,-0.668,-0.592
R,2024-02,ceh11,-0.04,-0.026,0.401
R,2024-02,ceh13,-0.6,-0.922,-3.252
R,2024-02,ceh14,0.06,-0.94,-3.005
R,2024-02,ceh16,-0.35,-0.708,0.463
R,2024-02,ceh17,-1.63,-1.59,0.072
R,2024-02,ceh18,-0.28,-0.383,0.234
R,2024-02,ceh19,-0.51,-0.652,1.07
R,2024-02,ceh20,-0.66,-0.886,-1.131
R,2024-02,ceh21,-0.63,-0.457,-0.291
R,2024-02,ceh23,0.02,0.125,0.024
R,2024-02,ceh24,0.35,0.02,0.031
R,2024-02,ceh25,0.345,0.084,0.015
R,2024-02,ceh26,0.035,0.128,-0.229
R,2024-02,ceh27,0.38,0.119,-0.054
R,2024-02,ceh28,0.16,-0.023,-0.135
R,2024-02,ceh30,-1.14,-1.259,-1.123
R,2024-02,ceh31,-1.05,-1.201,0.24
R,2024-02,ceh33,-1.16,-1.35,-1.283
R,2024-02,ceh34,-0.2,-0.576,-1.767
R,2024-02,ceh36,-0.13,-0.159,-1.078
R,2024-02,ceh39,0.07,-0.151,-1.939
R,2024-02,ceh40,-0.16,-0.181,-0.366
R,2024-02,ceh41,0.04,-0.114,-0.32
R,2024-02,ceh42,0.22,-0.062,1.49
R,2024-02,wmc3,-0.6,-0.614,-2.527
R,2024-02,wmc4,0.01,-0.338,-0.531
R,2024-02,nw8b,-0.81,-0.838,-1.247
R,2024-02,ceh3,-0.77,-0.597,-0.13
R,2024-02,ceh22,-0.28,0.006,0.367
R,2024-02,ceh37,0.4,-0.044,-0.181
R,2024-02,p2,0.03,0.201,0.26
R,2024-02,pe,-0.31,-0.231,-1.215
R,2024-02,pw,-0.21,-0.263,-0.369
R,2024-03,nw1,-0.8,-0.785,-1.337
R,2024-03,nw2,0.03,-0.229,-0.348
R,2024-03,nw3,0.04,0.046,-0.541
R,2024-03,nw4,0.05,0.22,0.042
R,2024-03,nw4b,0.05,0.2,-0.054
R,2024-03,nw5,0.08,-0.187,0.229
R,2024-03,nw6,0.09,-0.004,-0.217
R,2024-03,nw7,-0.55,-0.644,-1.171
R,2024-03,nw9,-0.269,-0.526,1.05
R,2024-03,nw10,0.0,-0.686,-0.43
R,2024-03,nw11,0.02,-0.264,-0.403
R,2024-03,nw13,0.02,-0.18,-0.434
R,2024-03,ceh1,0.37,-0.18,-1.009
R,2024-03,ceh2,-0.21,-0.856,-1.677
R,2024-03,ceh4,-0.12,-0.117,-0.143
R,2024-03,ceh5,0.19,0.175,-0.424
R,2024-03,ceh6,0.29,0.341,0.304
R,2024-03,ceh9,-0.1,-0.201,-2.029
R,2024-03,ceh10,-0.16,-0.498,-0.457
R,2024-03,ceh11,-0.04,0.106,0.424
R,2024-03,ceh13,-0.34,-0.794,-3.137
R,2024-03,ceh14,0.28,-0.812,-2.873
R,2024-03,ceh16,-0.29,-0.625,0.595
R,2024-03,ceh17,-1.59,-1.468,0.198
R,2024-03,ceh18,-0.25,-0.25,0.317
R,2024-03,ceh19,-0.53,-0.572,1.203
R,2024-03,ceh20,-0.51,-0.758,-0.994
R,2024-03,ceh21,-0.47,-0.321,-0.141
R,2024-03,ceh23,0.05,0.243,0.129
R,2024-03,ceh24,0.37,0.147,0.138
R,2024-03,ceh25,0.325,0.206,0.116
R,2024-03,ceh26,0.035,0.246,-0.119
R,2024-03,ceh27,0.37,0.238,0.059
R,2024-03,ceh28,0.16,0.106,-0.017
R,2024-03,ceh30,-1.04,-1.125,-0.986
R,2024-03,ceh31,-1.11,-1.096,0.372
R,2024-03,ceh33,-1.04,-1.214,-1.146
R,2024-03,ceh34,-0.01,-0.454,-1.652
R,2024-03,ceh36,-0.06,-0.039,-0.974
R,2024-03,ceh39,0.07,-0.032,-1.896
R,2024-03,ceh40,-0.16,-0.06,-0.261
R,2024-03,ceh41,0.07,0.003,-0.238
R,2024-03,ceh42,0.35,0.052,1.474
R,2024-03,wmc3,-0.53,-0.468,-2.459
R,2024-03,wmc4,-0.02,-0.208,-0.434
R,2024-03,nw8b,-0.78,-0.68,-1.179
R,2024-03,ceh3,-0.82,-0.519,-0.026
R,2024-03,ceh22,-0.27,0.133,0.455
R,2024-03,ceh37,0.42,0.086,-0.074
R,2024-03,p2,0.01,0.312,0.378
R,2024-03,pe,-0.31,-0.088,-1.192
R,2024-03,pw,-0.21,-0.138,-0.269
R,2024-04,nw1,-0.94,-0.737,-1.351
R,2024-04,nw2,-0.1,-0.213,-0.342
R,2024-04,nw3,0.01,0.055,-0.529
R,2024-04,nw4,0.04,0.218,0.031
R,2024-04,nw4b,0.04,0.199,-0.065
R,2024-04,nw5,0.07,-0.173,0.162
R,2024-04,nw6,0.13,-0.001,-0.233
R,2024-04,nw7,-0.57,-0.605,-1.192
R,2024-04,nw9,-0.349,-0.525,1.062
R,2024-04,nw10,-0.14,-0.653,-0.415
R,2024-04,nw11,-0.14,-0.246,-0.386
R,2024-04,nw13,-0.19,-0.167,-0.45
R,2024-04,ceh1,0.28,-0.167,-0.99
R,2024-04,ceh2,-0.25,-0.82,-1.658
R,2024-04,ceh4,-0.18,-0.107,-0.162
R,2024-04,ceh5,0.05,0.168,-0.461
R,2024-04,ceh6,0.01,0.32,0.279
R,2024-04,ceh9,-0.08,-0.187,-2.096
R,2024-04,ceh10,-0.6,-0.454,-0.447
R,2024-04,ceh11,-0.08,0.106,0.326
R,2024-04,ceh13,-0.15,-0.759,-3.116
R,2024-04,ceh14,0.24,-0.776,-2.856
R,2024-04,ceh16,-0.33,-0.62,0.612
R,2024-04,ceh17,-1.61,-1.425,0.21
R,2024-04,ceh18,-0.27,-0.233,0.288
R,2024-04,ceh19,-0.49,-0.569,1.221
R,2024-04,ceh20,-0.49,-0.724,-0.973
R,2024-04,ceh21,-0.57,-0.299,-0.106
R,2024-04,ceh23,0.0,0.231,0.104
R,2024-04,ceh24,0.3,0.149,0.123
R,2024-04,ceh25,-0.125,0.197,0.088
R,2024-04,ceh26,-0.005,0.234,-0.138
R,2024-04,ceh27,0.06,0.226,0.043
R,2024-04,ceh28,0.04,0.111,-0.023
R,2024-04,ceh30,-0.99,-1.083,-0.965
R,2024-04,ceh31,-1.18,-1.07,0.389
R,2024-04,ceh33,-0.99,-1.171,-1.125
R,2024-04,ceh34,0.03,-0.425,-1.631
R,2024-04,ceh36,-0.1,-0.034,-0.993
R,2024-04,ceh39,0.07,-0.027,-1.963
R,2024-04,ceh40,-0.14,-0.054,-0.27
R,2024-04,ceh41,0.06,0.006,-0.268
R,2024-04,ceh42,0.28,0.052,1.351
R,2024-04,wmc3,-0.56,-0.439,-2.467
R,2024-04,wmc4,-0.16,-0.193,-0.45
R,2024-04,nw8b,-0.82,-0.638,-1.187
R,2024-04,ceh3,-0.89,-0.519,-0.045
R,2024-04,ceh22,-0.31,0.136,0.421
R,2024-04,ceh37,0.35,0.092,-0.089
R,2024-04,p2,-0.2,0.294,0.366
R,2024-04,pe,-0.34,-0.071,-1.29
R,2024-04,pw,-0.21,-0.127,-0.281
R,2024-05,nw1,-1.23,-0.894,-1.567
R,2024-05,nw2,-0.4,-0.4,-0.539
R,2024-05,nw3,-0.26,-0.152,-0.733
R,2024-05,nw4,-0.11,0.001,-0.193
R,2024-05,nw4b,-0.18,-0.016,-0.289
R,2024-05,nw5,-0.15,-0.362,-0.103
R,2024-05,nw6,-0.19,-0.2,-0.45
R,2024-05,nw7,-0.82,-0.769,-1.413
R,2024-05,nw9,-0.559,-0.663,0.871
R,2024-05,nw10,-0.46,-0.809,-0.602
R,2024-05,nw11,-0.45,-0.431,-0.572
R,2024-05,nw13,-0.42,-0.356,-0.666
R,2024-05,ceh1,0.04,-0.356,-1.173
R,2024-05,ceh2,-0.57,-0.972,-1.841
R,2024-05,ceh4,-0.45,-0.3,-0.395
R,2024-05,ceh5,-0.31,-0.045,-0.71
R,2024-05,ceh6,-0.29,0.093,0.048
R,2024-05,ceh9,-0.2,-0.375,-2.361
R,2024-05,ceh10,-1.0,-0.627,-0.652
R,2024-05,ceh11,-0.55,-0.102,0.029
R,2024-05,ceh13,-0.35,-0.912,-3.282
R,2024-05,ceh14,-0.1,-0.929,-3.042
R,2024-05,ceh16,-0.56,-0.754,0.427
R,2024-05,ceh17,-1.81,-1.523,0.019
R,2024-05,ceh18,-0.56,-0.419,0.059
R,2024-05,ceh19,-0.69,-0.705,1.036
R,2024-05,ceh20,-0.69,-0.878,-1.154
R,2024-05,ceh21,-0.76,-0.481,-0.276
R,2024-05,ceh23,-0.38,0.012,-0.126
R,2024-05,ceh24,0.15,-0.063,-0.106
R,2024-05,ceh25,-0.465,-0.019,-0.144
R,2024-05,ceh26,-0.315,0.015,-0.363
R,2024-05,ceh27,-0.27,0.007,-0.18
R,2024-05,ceh28,-0.25,-0.099,-0.244
R,2024-05,ceh30,-1.19,-1.231,-1.146
R,2024-05,ceh31,-1.23,-1.183,0.204
R,2024-05,ceh33,-1.19,-1.317,-1.306
R,2024-05,ceh34,-0.22,-0.585,-1.797
R,2024-05,ceh36,-0.36,-0.231,-1.226
R,2024-05,ceh39,0.01,-0.225,-2.228
R,2024-05,ceh40,-0.23,-0.25,-0.479
R,2024-05,ceh41,-0.04,-0.193,-0.497
R,2024-05,ceh42,-0.15,-0.15,1.034
R,2024-05,wmc3,-0.79,-0.613,-2.614
R,2024-05,wmc4,-0.47,-0.381,-0.666
R,2024-05,nw8b,-0.87,-0.8,-1.334
R,2024-05,ceh3,-1.04,-0.657,-0.278
R,2024-05,ceh22,-0.5,-0.075,0.175
R,2024-05,ceh37,0.16,-0.116,-0.318
R,2024-05,p2,-0.37,0.069,0.147
R,2024-05,pe,-0.27,-0.269,-1.587
R,2024-05,pw,-0.377,-0.318,-0.494
R,2024-06,nw1,-1.54,-1.101,-1.83
R,2024-06,nw2,-0.68,-0.635,-0.784
R,2024-06,nw3,-0.57,-0.409,-0.988
R,2024-06,nw4,-0.36,-0.266,-0.468
R,2024-06,nw4b,-0.42,-0.283,-0.564
R,2024-06,nw5,-0.53,-0.599,-0.412
R,2024-06,nw6,-0.42,-0.446,-0.713
R,2024-06,nw7,-1.08,-0.983,-1.681
R,2024-06,nw9,-0.719,-0.835,0.632
R,2024-06,nw10,-0.75,-1.008,-0.838
R,2024-06,nw11,-0.66,-0.664,-0.806
R,2024-06,nw13,-0.73,-0.594,-0.929
R,2024-06,ceh1,-0.49,-0.594,-1.405
R,2024-06,ceh2,-0.86,-1.168,-2.073
R,2024-06,ceh4,-0.72,-0.54,-0.677
R,2024-06,ceh5,-0.61,-0.309,-1.007
R,2024-06,ceh6,-0.58,-0.183,-0.232
R,2024-06,ceh9,-0.47,-0.611,-2.67
R,2024-06,ceh10,-1.35,-0.855,-0.909
R,2024-06,ceh11,-0.64,-0.361,-0.312
R,2024-06,ceh13,-0.67,-1.109,-3.492
R,2024-06,ceh14,-0.53,-1.126,-3.276
R,2024-06,ceh16,-0.73,-0.922,0.193
R,2024-06,ceh17,-2.14,-1.657,-0.22
R,2024-06,ceh18,-0.72,-0.653,-0.216
R,2024-06,ceh19,-0.99,-0.876,0.803
R,2024-06,ceh20,-0.86,-1.075,-1.384
R,2024-06,ceh21,-1.05,-0.712,-0.495
R,2024-06,ceh23,-0.57,-0.257,-0.405
R,2024-06,ceh24,-0.35,-0.327,-0.385
R,2024-06,ceh25,-0.735,-0.285,-0.426
R,2024-06,ceh26,-0.595,-0.255,-0.639
R,2024-06,ceh27,-0.53,-0.261,-0.453
R,2024-06,ceh28,-0.54,-0.36,-0.514
R,2024-06,ceh30,-1.31,-1.422,-1.376
R,2024-06,ceh31,-1.41,-1.332,-0.03
R,2024-06,ceh33,-1.48,-1.507,-1.536
R,2024-06,ceh34,-0.48,-0.788,-2.007
R,2024-06,ceh36,-0.53,-0.476,-1.508
R,2024-06,ceh39,-0.26,-0.47,-2.537
R,2024-06,ceh40,-0.4,-0.493,-0.736
R,2024-06,ceh41,-0.34,-0.44,-0.773
R,2024-06,ceh42,-0.38,-0.399,0.675
R,2024-06,wmc3,-0.99,-0.835,-2.795
R,2024-06,wmc4,-0.77,-0.617,-0.929
R,2024-06,nw8b,-1.26,-1.013,-1.515
R,2024-06,ceh3,-1.13,-0.83,-0.56
R,2024-06,ceh22,-0.65,-0.338,-0.12
R,2024-06,ceh37,0.16,-0.376,-0.597
R,2024-06,p2,-0.6,-0.205,-0.122
R,2024-06,pe,-0.82,-0.519,-1.928
R,2024-06,pw,-0.55,-0.558,-0.754
R,2024-07,nw1,-1.62,-1.168,-1.949
R,2024-07,nw2,-0.79,-0.728,-0.887
R,2024-07,nw3,-0.77,-0.505,-1.081
R,2024-07,nw4,-0.49,-0.371,-0.58
R,2024-07,nw4b,-0.7,-0.386,-0.676
R,2024-07,nw5,-0.62,-0.695,-0.576
R,2024-07,nw6,-0.56,-0.55,-0.833
R,2024-07,nw7,-1.21,-1.057,-1.805
R,2024-07,nw9,-0.779,-0.913,0.534
R,2024-07,nw10,-0.86,-1.129,-0.933
R,2024-07,nw11,-0.85,-0.756,-0.899
R,2024-07,nw13,-0.8,-0.689,-1.05
R,2024-07,ceh1,-0.62,-0.689,-1.495
R,2024-07,ceh2,-1.05,-1.287,-2.163
R,2024-07,ceh4,-0.82,-0.639,-0.795
R,2024-07,ceh5,-0.82,-0.37,-1.14
R,2024-07,ceh6,-0.67,-0.255,-0.307
R,2024-07,ceh9,-0.64,-0.706,-2.834
R,2024-07,ceh10,-1.48,-0.921,-1.003
R,2024-07,ceh11,-0.75,-0.417,-0.443
R,2024-07,ceh13,-0.67,-1.228,-3.624
R,2024-07,ceh14,-0.55,-1.245,-3.369
R,2024-07,ceh16,-0.79,-0.996,0.1
R,2024-07,ceh17,-2.06,-1.698,-0.318
R,2024-07,ceh18,-0.92,-0.745,-0.347
R,2024-07,ceh19,-0.92,-0.952,0.711
R,2024-07,ceh20,-0.954,-1.195,-1.473
R,2024-07,ceh21,-1.06,-0.801,-0.573
R,2024-07,ceh23,-0.82,-0.323,-0.48
R,2024-07,ceh24,-0.56,-0.428,-0.501
R,2024-07,ceh25,-0.905,-0.348,-0.503
R,2024-07,ceh26,-0.805,-0.321,-0.709
R,2024-07,ceh27,-0.76,-0.326,-0.522
R,2024-07,ceh28,-0.7,-0.458,-0.622
R,2024-07,ceh30,-1.47,-1.536,-1.465
R,2024-07,ceh31,-1.71,-1.388,-0.123
R,2024-07,ceh33,-1.48,-1.619,-1.625
R,2024-07,ceh34,-0.59,-0.913,-2.139
R,2024-07,ceh36,-0.67,-0.578,-1.626
R,2024-07,ceh39,-0.43,-0.573,-2.701
R,2024-07,ceh40,-0.59,-0.595,-0.85
R,2024-07,ceh41,-0.52,-0.545,-0.905
R,2024-07,ceh42,-0.55,-0.506,0.466
R,2024-07,wmc3,-1.12,-0.918,-2.881
R,2024-07,wmc4,-0.84,-0.712,-1.05
R,2024-07,nw8b,-1.43,-1.084,-1.601
R,2024-07,ceh3,-1.16,-0.908,-0.678
R,2024-07,ceh22,-0.75,-0.438,-0.25
R,2024-07,p2,-0.77,-0.275,-0.188
R,2024-07,pe,-0.96,-0.608,-2.059
R,2024-07,pw,-0.71,-0.656,-0.872
R,2024-08,nw1,-1.79,-1.305,-2.135
R,2024-08,nw2,-0.95,-0.89,-1.057
R,2024-08,nw3,-0.85,-0.677,-1.252
R,2024-08,nw4,-0.6,-0.552,-0.767
R,2024-08,nw4b,-0.64,-0.566,-0.863
R,2024-08,nw5,-0.81,-0.859,-0.803
R,2024-08,nw6,-0.75,-0.722,-1.02
R,2024-08,nw7,-1.36,-1.2,-1.996
R,2024-08,nw9,-0.859,-1.038,0.369
R,2024-08,nw10,-1.12,-1.294,-1.095
R,2024-08,nw11,-1.04,-0.916,-1.06
R,2024-08,nw13,-0.95,-0.853,-1.236
R,2024-08,ceh1,-0.79,-0.853,-1.654
R,2024-08,ceh2,-1.25,-1.448,-2.322
R,2024-08,ceh4,-0.93,-0.806,-0.988
R,2024-08,ceh5,-0.83,-0.525,-1.347
R,2024-08,ceh6,-0.59,-0.421,-0.475
R,2024-08,ceh9,-0.82,-0.869,-3.061
R,2024-08,ceh10,-1.49,-1.067,-1.174
R,2024-08,ceh11,-0.87,-0.568,-0.662
R,2024-08,ceh13,-0.94,-1.391,-3.799
R,2024-08,ceh14,-0.8,-1.408,-3.53
R,2024-08,ceh16,-0.92,-1.117,-0.06
R,2024-08,ceh17,-2.14,-1.787,-0.483
R,2024-08,ceh18,-1.04,-0.906,-0.544
R,2024-08,ceh19,-0.99,-1.074,0.55
R,2024-08,ceh21,-1.25,-0.958,-0.72
R,2024-08,ceh23,-0.75,-0.482,-0.648
R,2024-08,ceh24,-0.49,-0.605,-0.691
R,2024-08,ceh25,-0.835,-0.505,-0.673
R,2024-08,ceh26,-0.765,-0.48,-0.874
R,2024-08,ceh27,-0.76,-0.486,-0.685
R,2024-08,ceh28,-0.84,-0.634,-0.806
R,2024-08,ceh30,-1.64,-1.693,-1.622
R,2024-08,ceh31,-1.61,-1.491,-0.283
R,2024-08,ceh33,-1.53,-1.774,-1.782
R,2024-08,ceh34,-0.76,-1.082,-2.314
R,2024-08,ceh36,-0.77,-0.748,-1.819
R,2024-08,ceh39,-0.6,-0.743,-2.928
R,2024-08,ceh40,-0.73,-0.764,-1.032
R,2024-08,ceh41,-0.68,-0.717,-1.103
R,2024-08,ceh42,-0.62,-0.68,0.194
R,2024-08,wmc3,-1.27,-1.069,-3.013
