# Sentinel-2 scene manifest for the Newborough wet-area model (D-178, T-40).
# The INPUT of record for the wet-area line: these Copernicus scenes are LISTED,
# not committed. Re-fetch each stac_id from https://earth-search.aws.element84.com/v1 (collection sentinel-2-l2a),
# reproject onto the 10 m OSGB grid [239770,362090,244360,364940], and the derivation
# should reproduce W94_27_two_class_series.csv. b8_sha256 is the sha256 of this
# session's cached B8 array for the scene (working-store; blank where not cached).
# Classes: open water B8<=0.5 x floor median; wet floor 0.5-0.8.
# Generated by sentinel_wet_floor.py 1.11.0 --write-manifest.
date,stac_id,tile,collection,tile_cloud_pct,clear_pct,winter,used_in_fit,excluded,b8_sha256
2023-02-06,S2A_30UVD_20230206_0_L2A,30UVD,sentinel-2-l2a,20.6,100.0,True,True,False,bfc9b5baaa2ee56e31f1dc04074cee43efc41aa94e256478f401a473f89ef92c
2023-02-13,S2A_30UVD_20230213_0_L2A,30UVD,sentinel-2-l2a,0.4,100.0,True,True,False,ac0499ceff7bed420c1e387e4589e930087e00296cfbfc6df0104c0da088688c
2023-02-23,S2A_30UVD_20230223_0_L2A,30UVD,sentinel-2-l2a,15.1,89.5,True,True,False,55c7f4463918ed4ac40412406704c1477d5fbc0ed0e1a9aad90f1a5cc3eee1a6
2023-05-27,S2A_30UVD_20230527_0_L2A,30UVD,sentinel-2-l2a,5.6,100.0,False,False,False,
2023-06-01,S2B_30UVD_20230601_0_L2A,30UVD,sentinel-2-l2a,0.0,100.0,False,False,False,
2023-06-03,S2A_30UVD_20230603_0_L2A,30UVD,sentinel-2-l2a,14.8,98.7,False,False,False,
2023-09-04,S2A_30UVD_20230904_0_L2A,30UVD,sentinel-2-l2a,0.0,100.0,False,False,False,
2024-01-17,S2B_30UVD_20240117_0_L2A,30UVD,sentinel-2-l2a,16.9,100.0,True,True,False,e5953fa220eba8baee9887d5e82d469394cdfa29cc5a991d8ee9f7581ce23b4b
2024-08-31,S2B_30UVD_20240831_0_L2A,30UVD,sentinel-2-l2a,10.5,100.0,False,False,False,
2024-11-27,S2A_30UVD_20241127_0_L2A,30UVD,sentinel-2-l2a,5.7,100.0,True,True,False,01b7a7ac601a10ffbe012a0e7b16cf391c2ca7672ef2395f0cdc754bd8538be3
2025-01-16,S2A_30UVD_20250116_0_L2A,30UVD,sentinel-2-l2a,0.0,100.0,True,True,False,72ebafec614c6401a42b07d4ad1b415cf1a8247bbf42d921d846aa6c2f7d7d6b
2025-03-19,S2A_30UVD_20250319_0_L2A,30UVD,sentinel-2-l2a,7.0,100.0,True,True,False,dfd07e9fb43f426391d343503f1d411d76dceba60490f19ee1ec3380e17ae622
2025-03-24,S2C_30UVD_20250324_0_L2A,30UVD,sentinel-2-l2a,4.8,100.0,True,True,False,24e692e5ecc5b2e44cf1826a016f37c9ea8968c04ea689708cde4522ca4bbcfd
2025-04-03,S2C_30UVD_20250403_0_L2A,30UVD,sentinel-2-l2a,0.2,100.0,True,True,False,2a69aa0cb234695675db48311124396a22bc8a40f4492a3475b11a9b0ff1a92c
2025-04-05,S2A_30UVD_20250405_0_L2A,30UVD,sentinel-2-l2a,1.1,100.0,True,True,False,4cd8b10c1d95e09a245e4f3990b2431cf8c23f8a141700c951a364686fa1e37f
2025-04-06,S2C_30UVD_20250406_0_L2A,30UVD,sentinel-2-l2a,0.2,100.0,True,True,False,b17d59668537eeca2b3258697c5f965ff8082ca072bf128612caf648c3167737
2025-04-11,S2B_30UVD_20250411_0_L2A,30UVD,sentinel-2-l2a,18.6,100.0,True,True,False,f72b8d3a665e4ded5d4a6cc34f1cd7520550039f5a7a6cd7ffe49ee26a8429c5
2025-05-01,S2B_30UVD_20250501_0_L2A,30UVD,sentinel-2-l2a,10.2,100.0,False,False,False,
2025-05-13,S2C_30UVD_20250513_0_L2A,30UVD,sentinel-2-l2a,0.7,100.0,False,False,False,
2025-05-16,S2C_30UVD_20250516_0_L2A,30UVD,sentinel-2-l2a,0.1,100.0,False,False,False,
2025-05-18,S2B_30UVD_20250518_0_L2A,30UVD,sentinel-2-l2a,3.9,100.0,False,False,False,
2025-05-21,S2B_30UVD_20250521_0_L2A,30UVD,sentinel-2-l2a,17.3,100.0,False,False,False,
2025-07-12,S2C_30UVD_20250712_0_L2A,30UVD,sentinel-2-l2a,0.1,100.0,False,False,False,
2025-09-25,S2A_30UVD_20250925_1_L2A,30UVD,sentinel-2-l2a,24.3,100.0,False,False,False,
2025-11-02,S2C_30UVD_20251102_0_L2A,30UVD,sentinel-2-l2a,23.8,100.0,False,False,False,
2026-01-03,S2A_30UVD_20260103_1_L2A,30UVD,sentinel-2-l2a,21.8,100.0,True,True,False,7ffa41d15972c1721e344e096fe8ae78326eb817b34c4f8f4c1ab1233d10c2f1
2026-03-04,S2B_30UVD_20260304_0_L2A,30UVD,sentinel-2-l2a,0.0,100.0,True,True,False,d0008474a1107f132c07012cd6d9003feb0d27c0066f03c95efc2c47a28476cd
2026-03-14,S2B_30UVD_20260314_0_L2A,30UVD,sentinel-2-l2a,16.7,99.0,True,True,False,0a9cc7491cb017e4cab3a59d51963865e36885f45a61e5b1e26742554a2a8c65
2026-03-19,S2C_30UVD_20260319_0_L2A,30UVD,sentinel-2-l2a,2.1,100.0,True,True,False,4000a21bae536352b0badc9162ed5335d17dffed2150962fe15ba8e91657806e
2026-03-21,S2A_30UVD_20260321_0_L2A,30UVD,sentinel-2-l2a,12.7,99.9,True,True,False,39e8a70f88149f6942147e9b705f669efde1b520edd762f4e9661ac223b01b14
2026-04-08,S2C_30UVD_20260408_0_L2A,30UVD,sentinel-2-l2a,3.0,100.0,True,False,False,
2026-04-30,S2A_30UVD_20260430_1_L2A,30UVD,sentinel-2-l2a,3.1,100.0,False,False,False,
2026-05-10,S2A_30UVD_20260510_0_L2A,30UVD,sentinel-2-l2a,23.7,100.0,False,False,False,
2026-05-26,S2B_30UVD_20260526_0_L2A,30UVD,sentinel-2-l2a,6.9,100.0,False,False,False,
2026-07-09,S2A_30UVD_20260709_0_L2A,30UVD,sentinel-2-l2a,4.5,93.7,False,False,False,
2026-07-12,S2B_30UVD_20260712_0_L2A,30UVD,sentinel-2-l2a,0.0,100.0,False,False,False,
2026-07-15,S2B_30UVD_20260715_0_L2A,30UVD,sentinel-2-l2a,0.4,100.0,False,False,False,
2026-07-17,S2C_30UVD_20260717_0_L2A,30UVD,sentinel-2-l2a,10.2,100.0,False,False,False,
2026-08-11,S2B_30UVD_20260811_0_L2A,30UVD,sentinel-2-l2a,14.8,100.0,False,False,False,
