well,E,N,cluster,beta1,beta2,beta3,sy,mean_head,winter_head,summer_head,head_swing,P_eff,recharge_m_mon,et_draw_m_mon,drainage_m_mon,lateral_inflow_m_mon,storage_change_mm
ceh23,242325.311,364428.124,1.0,1.839876312794345,5.053416400158326,0.4190840347472452,0.1915,9.616645586767632,9.865436283188245,9.367070804966128,0.49836547822211763,0.06704030544488711,0.12334586999054553,0.29964335950163007,4.030182633236868,4.206480122747952,95.43698907953554
ceh24,242938.911,363392.114,2.0,2.4660399850103443,4.676875830261249,0.2047529493208864,0.2159,5.547565350321745,5.79394245741623,5.301290057609678,0.49265239980655195,0.06704030544488711,0.16532407383439832,0.27731630936004986,1.1358803670287336,1.2478726025543851,106.36365311823458
ceh34,241251.0,363920.0,4.0,1.1235916583057486,3.3089162066028663,0.0999530779421987,0.1958,8.676703313473542,8.762924162766309,8.586582689424835,0.17634147334147343,0.0509506321381142,0.057247705255789906,0.19620286355678282,0.8672632025729546,1.0062183608739477,34.5276604802605
ceh37,242886.0,363346.0,,,,,0.12,5.638653444267044,5.87049578328648,5.42799684710149,0.4424989361849905,0.06704030544488711,,,,,53.09987234219885
ceh27,242005.373,364330.297,1.0,2.2622357238783586,4.992419205857686,0.3209771200189205,0.2124,10.49510288207026,10.755806452197763,10.231203155881884,0.5246032963158793,0.06704030544488711,0.15166097391714045,0.2960265183840359,3.368687897389184,3.5130534418560795,111.42574013749278
ceh28,242331.051,364122.039,2.0,1.7132038202830675,4.633894623526224,0.3137737634932557,0.2265,9.686120580752442,9.90545043811015,9.466890472559108,0.4385599655510415,0.06704030544488711,0.11485370740112433,0.2747677299116764,3.0392505082721732,3.199164530782725,99.3338321973109
ceh30,241072.0,363760.0,4.0,0.4647099132672859,3.610309222689264,0.0959247335786654,0.2228,6.745075088002013,6.844691801754909,6.651113872185997,0.19357792956891196,0.0509506321381142,0.02367726384181644,0.21407402411810675,0.6470195307846862,0.8374162910609765,43.12916270795358
ceh31,241075.0,363538.0,3.0,0.6694852018168864,3.2573763544434247,0.0857481122128912,0.2752,4.82976296679526,4.952358248214061,4.713319454102076,0.23903879411198492,0.06704030544488711,0.04488249242063595,0.19314679747665758,0.41414305683842634,0.5624073618944481,65.78347613961826
ceh32,241167.0,364003.0,4.0,0.6906861599003526,3.6478672782631554,0.0849986097204865,0.1972,9.040553215788595,9.118011986647366,8.96328484906121,0.1547271375861552,0.0509506321381142,0.035190896455969595,0.21630103670866968,0.768434454446104,0.949544594698804,30.512191531989803
ceh33,240936.0,363808.0,4.0,0.5646420817735402,3.560973406650032,0.0883540373884851,0.2213,6.857619007530166,6.948445649662429,6.769661496656964,0.17878415300546546,0.0509506321381142,0.028768870998142647,0.21114864681072976,0.6058983261873064,0.7882781019998936,39.5649330601095
ceh40,242060.283,363398.508,2.0,1.060355085189299,3.4693532218528755,0.1896540135355611,0.2714,7.110233161826923,7.271419188762952,6.962351006944767,0.3090681818181844,0.06704030544488711,0.07108652879112991,0.2057160092054218,1.3484842563141188,1.4831137367284106,83.88110454545523
ceh41,242284.022,363324.592,2.0,1.525221115727201,3.739474263999546,0.1772537213318405,0.2217,6.568898525597511,6.761506363233125,6.394655353132115,0.3668510101010103,0.06704030544488711,0.10225128946934307,0.2217328916729687,1.1643617087133993,1.2838433109170249,81.33086893939398
d7,242610.75,364204.554,2.0,1.6628692544497916,4.658779910387232,0.282913807618108,0.2131,9.359100230088915,9.594334015865027,9.123724187666456,0.47060982819857067,0.06704030544488711,0.11147926273322573,0.2762433080882464,2.6478186819739657,2.8125827273289863,100.28695438911542
wmc3,241217.327,363562.323,3.0,0.6192334492130778,3.621156288796632,0.1270453585024493,0.2577,7.340650987712805,7.457579392264857,7.233567516982441,0.22401187528241628,0.06704030544488711,0.04151359957693572,0.2147172031225217,0.9325956363753318,1.1057992399209178,57.727860260278675
wmc2,241885.149,362855.856,3.0,1.716865308819557,3.813307249554581,0.1322516664671947,0.234,3.7413386065704324,3.9270409993593085,3.5658907932541397,0.3611502061051688,0.06704030544488711,0.11509917471099353,0.22611083365951323,0.49479826553699174,0.6058099244855115,84.5091482286095
wmc1,242765.629,363643.556,2.0,1.5568673435422666,4.03845318657317,0.199473331751414,0.2323,6.698242328500143,6.891055988002406,6.513660142671267,0.37739584533113923,0.06704030544488711,0.10437286224824355,0.23946090806546932,1.3361207141442728,1.4712087599614985,87.66905487042365
ceh42,242120.528,362743.198,3.0,1.6377826742022497,3.5823888850220795,0.1736165075753957,0.2538,3.131033259426613,3.346405687410152,2.922183465187931,0.4242222222222214,0.06704030544488711,0.10979745073086285,0.21241848198293797,0.5435990596040565,0.6462200908561316,107.6675999999998
t41c,242721.13,363323.682,2.0,2.0477330105856493,4.357982492851331,0.2305483678396102,0.2527,5.435320931379852,5.657958448375482,5.210451174441529,0.4475072739339536,0.06704030544488711,0.13728064649924018,0.25840746366484835,1.2531043694140949,1.374231186579703,113.08508812311007
d41,242771.66,363342.853,2.0,1.852214372196156,4.431610643636115,0.2567700922963341,0.2265,5.452350435465008,5.6709880860368385,5.234899579363005,0.43608850667383336,0.06704030544488711,0.1241730172614401,0.2627732599317766,1.4000005245463074,1.5386007672166437,98.77404676162325
t41a,242709.928,363275.666,2.0,2.6780572327037477,5.300786289198337,0.2260491058453593,0.2012,5.664467205617153,5.955914558678358,5.3738039002917315,0.5821106583866262,0.06704030544488711,0.17953777487934836,0.31431120769026777,1.2804477469201185,1.4152211797310381,117.12066446738919
d6,242114.898,364021.851,2.0,2.060323926274771,4.899998257970285,0.226333281424423,0.2665,10.224965934231761,10.46263132585289,9.987885600487118,0.4747457253657714,0.06704030544488711,0.13812474533286973,0.29054639936743587,2.3142500923476153,2.4666717463821817,126.51973580997807
d5,242083.407,363901.712,2.0,1.9467672063111228,4.640517087184275,0.2098441806012999,0.2589,9.984386653694791,10.19532356929892,9.771680582049376,0.4236429872495435,0.06704030544488711,0.13051186814118723,0.27516041024940074,2.095165436151138,2.2398139782593516,109.68116939890683
d9,242710.726,363910.68,2.0,2.205157925765703,4.59087938191736,0.1665901358214994,0.2109,8.411940289211248,8.645362455637063,8.20026631772434,0.4450961379127225,0.06704030544488711,0.14783446089754643,0.27221713235849426,1.4013462753020447,1.5257289467629926,93.87077548579317
d10,242613.907,364118.797,2.0,1.9926093010646289,4.259099862305584,0.2019089510985421,0.2346,9.098684996329752,9.304841899193377,8.900009217494333,0.4048326816990446,0.06704030544488711,0.13358513617569573,0.2525441978528013,1.8371059439849824,1.9560650056620879,94.97374712659587
d15,241980.565,363895.719,2.0,2.4227282964383434,4.44959568862836,0.1682743598615069,0.1982,10.063845864688902,10.284786484663949,9.845953152621998,0.4388333320419502,0.06704030544488711,0.16242044500319755,0.2638396868547777,1.6934872206253986,1.7949064624769786,86.97676641071452
d8,242676.867,364024.231,2.0,1.8855979000650611,3.947188368400454,0.1985781595951337,0.2193,8.820877704893359,9.009849606755342,8.636369375406376,0.3734802313489656,0.06704030544488711,0.12641105916659942,0.23404934199687435,1.7516336606514702,1.859271943481745,81.90421473482814
