ref_depth,Cluster,Cluster_Label,beta_1_recharge,beta_2_atmospheric_draw,beta_3_drainage,pvalue_beta_1,pvalue_beta_2,pvalue_beta_3,R2,AIC,beta_3_positive,beta_3_sig
2.9,4,C4 (Main Forest),2.4228348889558413,2.6163405714857686,0.0229566136086852,1.625980382748725e-54,2.5597487688026313e-39,0.0024024259300550422,0.720681053597633,-1136.5412540927855,True,True
2.9,5,C5 (Coastal Forest),2.341191777807169,1.383387246604792,0.0577003067697109,2.1571934690291907e-55,8.596605807007506e-19,1.845910303089833e-16,0.681407810593966,-1202.4090499534038,True,True
3.0,1,C1 (Lake Edge),4.5610399343342065,1.036410801340073,0.10964750150480275,9.341151288086406e-70,1.237679009371865e-06,4.197936542148552e-38,0.7441781498325162,-1013.7715358050283,True,True
3.0,2,C2 (Dune),3.9404899510715756,1.8161704976635322,0.08010345617523681,1.23754069912083e-71,6.602982363160801e-19,1.4335637686875489e-27,0.7543642538816104,-1107.8478040815326,True,True
3.0,3,C3 (Western Residual),3.516894631549597,1.8871253983201957,0.07089729178534433,2.2179705225231966e-85,1.9699630131438063e-29,1.0569795275424419e-29,0.814767720978375,-1242.2945619921825,True,True
3.0,4,C4 (Main Forest),2.431687868264217,2.6072299774069405,0.02234912206752674,4.9676577477105876e-54,1.0291719100821625e-38,0.0022284022971149307,0.7208457669978343,-1136.6810533827754,True,True
3.0,5,C5 (Coastal Forest),2.3561598907183603,1.364688237433085,0.055834343750078716,2.7381517956613993e-55,3.4180239273566917e-18,1.550983420145321e-16,0.6818717876398297,-1202.7573677810765,True,True
3.1,1,C1 (Lake Edge),4.564629584726228,1.016401935814117,0.10608357785043754,2.5279709670682535e-69,2.3453293839082236e-06,1.0302203579286686e-37,0.7422156458277718,-1011.9603594259011,True,True
3.1,2,C2 (Dune),3.9465674600208525,1.8027059073771388,0.07743059319071219,2.9623890820065655e-71,1.7845436352807235e-18,2.6021015409820456e-27,0.7531736452339612,-1106.6486396407138,True,True
3.1,3,C3 (Western Residual),3.5271640786044745,1.8726418219038992,0.06854222449251876,4.171399988737548e-85,7.780667888244031e-29,1.3475177795515035e-29,0.8144037656516218,-1241.805792104253,True,True
