,nw1,nw2,nw3,nw4,nw4b,nw5,nw6,nw7,nw9,nw10,nw11,nw13,ceh1,ceh2,ceh4,ceh5,ceh6,ceh9,ceh10,ceh11,ceh13,ceh14,ceh16,ceh17,ceh18,ceh19,ceh20,ceh21,ceh23,ceh24,ceh25,ceh26,ceh27,ceh28,ceh30,ceh31,Ceh32,ceh33,ceh34,ceh36,ceh39,ceh40,ceh41,ceh42,WMC1,WMC2,wmc3,wmc4,L7,D5,D6,D7,D8,D9,D10,D15,D17,D25,D38,D41,T41a,T41b,T41c,T41d,D43,D44,nw8,nw8b,nw12,ceh3,ceh7,ceh8,ceh12,ceh15,ceh22,ceh35,ceh37,ceh38,L1,FE1,FE2,FE3,FE4,LIS1,p2,pe,pw,p1,llyn rhos
2009-11-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,measured,measured,measured,not_read,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record
2009-12-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,measured,measured,measured,not_read,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record
2010-01-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record
2010-02-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record
2010-03-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,outside_record,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record
2010-04-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record
2010-05-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record
2010-06-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record
2010-07-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record
2010-08-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record
2010-09-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record
2010-10-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record
2010-11-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2010-12-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,measured,measured,interpolated,measured,measured,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2011-01-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2011-02-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2011-03-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2011-04-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2011-05-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2011-06-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2011-07-01,measured,measured,dry_recorded,measured,measured,measured,measured,dry_recorded,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,outside_record,dry_recorded,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2011-08-01,measured,measured,dry_recorded,measured,measured,measured,dry_recorded,dry_recorded,measured,dry_recorded,measured,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,interpolated,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,interpolated,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,dry_inferred,measured,measured,interpolated,measured,measured,measured,interpolated,interpolated,interpolated,measured,interpolated,interpolated,measured,measured,dry_recorded,outside_record,dry_recorded,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,interpolated,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2011-09-01,interpolated,interpolated,dry_recorded,interpolated,interpolated,interpolated,dry_inferred,dry_recorded,interpolated,dry_recorded,interpolated,outside_record,interpolated,dry_recorded,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,dry_inferred,dry_inferred,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,dry_inferred,interpolated,interpolated,interpolated,interpolated,interpolated,interpolated,dry_inferred,outside_record,outside_record,outside_record,interpolated,interpolated,interpolated,outside_record,interpolated,interpolated,interpolated,dry_inferred,interpolated,interpolated,dry_inferred,interpolated,interpolated,interpolated,dry_inferred,dry_inferred,dry_inferred,interpolated,dry_inferred,dry_inferred,interpolated,interpolated,dry_recorded,outside_record,dry_recorded,interpolated,interpolated,interpolated,outside_record,interpolated,interpolated,interpolated,interpolated,interpolated,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,interpolated
2011-10-01,measured,measured,dry_recorded,measured,measured,measured,dry_inferred,dry_recorded,measured,dry_recorded,measured,outside_record,measured,dry_recorded,measured,measured,measured,dry_inferred,measured,dry_inferred,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,dry_inferred,measured,measured,measured,measured,measured,dry_inferred,dry_inferred,measured,dry_inferred,dry_inferred,dry_inferred,outside_record,outside_record,outside_record,dry_inferred,dry_inferred,dry_inferred,outside_record,dry_inferred,measured,measured,dry_inferred,dry_inferred,dry_inferred,dry_inferred,dry_inferred,measured,measured,dry_inferred,dry_inferred,dry_inferred,measured,dry_inferred,dry_inferred,measured,measured,dry_recorded,outside_record,dry_recorded,measured,dry_inferred,dry_inferred,outside_record,measured,measured,dry_inferred,dry_inferred,dry_inferred,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2011-11-01,measured,measured,dry_recorded,measured,measured,measured,dry_inferred,dry_recorded,measured,dry_recorded,measured,outside_record,measured,dry_recorded,measured,measured,measured,not_read,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,outside_record,outside_record,outside_record,not_read,not_read,measured,outside_record,measured,measured,measured,measured,not_read,not_read,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,not_read,measured,outside_record,measured,measured,not_read,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2011-12-01,measured,measured,dry_recorded,measured,measured,measured,dry_inferred,dry_recorded,measured,dry_recorded,measured,outside_record,measured,dry_recorded,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,outside_record,outside_record,outside_record,not_read,not_read,measured,outside_record,measured,measured,measured,measured,not_read,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,not_read,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2012-01-01,measured,measured,dry_recorded,measured,measured,measured,dry_inferred,dry_recorded,measured,dry_recorded,measured,outside_record,measured,dry_recorded,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,outside_record,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,not_read,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2012-02-01,measured,measured,measured,measured,measured,measured,dry_inferred,dry_inferred,measured,dry_recorded,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,interpolated,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,outside_record,outside_record,outside_record,measured,interpolated,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,not_read,interpolated,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2012-03-01,measured,measured,dry_recorded,measured,measured,measured,dry_inferred,dry_recorded,measured,dry_recorded,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,not_read,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2012-04-01,measured,measured,dry_recorded,measured,measured,measured,dry_recorded,dry_recorded,measured,dry_recorded,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,outside_record,outside_record,outside_record,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,not_read,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2012-05-01,measured,measured,dry_recorded,measured,measured,measured,dry_recorded,dry_recorded,measured,dry_recorded,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,outside_record,outside_record,outside_record,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,not_read,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2012-06-01,measured,measured,dry_recorded,measured,measured,measured,dry_recorded,dry_recorded,measured,dry_recorded,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,outside_record,outside_record,outside_record,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,not_read,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2012-07-01,measured,measured,dry_inferred,measured,measured,measured,measured,dry_recorded,measured,dry_recorded,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_inferred,outside_record,outside_record,outside_record,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,dry_inferred,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2012-08-01,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,dry_recorded,measured,interpolated,measured,dry_recorded,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_inferred,outside_record,outside_record,outside_record,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,dry_inferred,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2012-09-01,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,dry_recorded,measured,dry_inferred,measured,dry_recorded,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_inferred,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,dry_inferred,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2012-10-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_inferred,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_inferred,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,dry_recorded,measured,dry_inferred,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2012-11-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,interpolated,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,not_read,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2012-12-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,flooded,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,not_read,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2013-01-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
2013-02-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,outside_record,measured,measured,measured,outside_record,measured,measured,measured,measured,measured,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,outside_record,measured
