,nw1,nw2,nw3,nw4,nw4b,nw5,nw6,nw7,nw9,nw10,nw11,nw13,ceh1,ceh2,ceh4,ceh5,ceh6,ceh9,ceh10,ceh11,ceh13,ceh14,ceh16,ceh17,ceh18,ceh19,ceh20,ceh21,ceh23,ceh24,ceh25,ceh26,ceh27,ceh28,ceh30,ceh31,Ceh32,ceh33,ceh34,ceh36,ceh39,ceh40,ceh41,ceh42,WMC1,WMC2,wmc3,wmc4,L7,D5,D6,D7,D8,D9,D10,D15,D17,D25,D38,D41,T41a,T41b,T41c,T41d,D43,D44,nw8,nw8b,nw12,ceh3,ceh7,ceh8,ceh12,ceh15,ceh22,ceh35,ceh37,ceh38,L1,FE1,FE2,FE3,FE4,LIS1,p2,pe,pw,p1,llyn rhos
2021-11-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2021-12-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2022-01-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2022-02-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2022-03-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2022-04-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2022-05-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2022-06-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2022-07-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2022-08-01,measured,measured,dry_recorded,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,dry_recorded,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured
2022-09-01,measured,measured,dry_recorded,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,dry_recorded,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,dry_recorded,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured
2022-10-01,measured,measured,dry_recorded,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,dry_recorded,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured
2022-11-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2023-01-01,measured,measured,measured,interpolated,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2023-02-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2023-03-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2023-04-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2023-05-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,interpolated,measured,measured,measured,measured,interpolated,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,interpolated,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2023-06-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured
2023-07-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2023-08-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured
2023-09-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured
2023-10-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured
2023-11-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,interpolated,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured
2023-12-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured
2024-01-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured
2024-02-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured
2024-03-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,interpolated
2024-04-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,interpolated,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured
2024-05-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,measured,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,interpolated,inaccessible,measured
2024-06-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,not_found,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured
2024-07-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,not_found,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,interpolated
2024-08-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,not_found,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
2024-09-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,not_found,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
2024-10-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,not_found,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
2024-11-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,not_found,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
2024-12-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,not_found,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
2025-01-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,not_found,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
2025-02-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,inaccessible,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,not_found,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
2025-03-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
2025-04-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
2025-05-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,dry_recorded,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
2025-06-01,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,not_read,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
2025-07-01,measured,measured,dry_recorded,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_inferred,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
2025-08-01,measured,measured,dry_recorded,measured,measured,measured,dry_recorded,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,dry_recorded,measured,measured,measured,measured,measured,measured,measured,measured,interpolated,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,dry_recorded,measured,measured,dry_recorded,measured,dry_recorded,measured,measured,measured,measured,measured,dry_inferred,measured,dry_recorded,measured,interpolated,measured,measured,measured,dry_recorded,outside_record,measured,outside_record,measured,outside_record,outside_record,outside_record,outside_record,interpolated,outside_record,outside_record,outside_record,outside_record,measured,measured,measured,measured,measured,measured,measured,measured,outside_record,measured
