Date,Impact_Mean,Edge_Mean,Control_Mean,Impact_BACI_Delta,Edge_BACI_Delta,Impact_CUSUM,Edge_CUSUM
2021-12-01,-1.0466666666666666,-0.9337500000000001,-0.76,-0.2866666666666666,-0.17375000000000007,10.481450399070598,2.3077168786936864
2022-01-01,-1.1266666666666667,-0.9562499999999999,-0.8320000000000001,-0.29466666666666663,-0.12424999999999986,10.344919074259252,2.2346244200025596
2022-03-01,-1.1566666666666665,-0.9868750000000001,-0.8370000000000001,-0.31966666666666643,-0.14987499999999998,10.183387749447906,2.135906961311433
2022-04-01,-1.3466666666666667,-1.185,-1.02,-0.32666666666666666,-0.16500000000000004,10.01485642463656,2.022064502620306
2022-05-01,-1.4466666666666665,-1.2662499999999999,-1.1019999999999999,-0.3446666666666667,-0.16425,9.828325099825216,1.9089720439291793
2022-07-01,-1.6783333333333335,-1.486875,-1.3860000000000003,-0.2923333333333331,-0.1008749999999996,9.694127108347205,1.8592545852380529
2022-09-01,-1.9249999999999998,-1.7172002032520326,-1.6629999999999998,-0.262,-0.054200203252032786,9.590262450202527,1.8562119232948933
2022-10-01,-2.0,-1.7718148573903771,-1.7559999999999998,-0.24400000000000022,-0.015814857390377357,9.504397792057848,1.891554607213389
2022-11-01,-1.6600000000000001,-1.53125,-1.5239999999999998,-0.13600000000000034,-0.007250000000000201,9.52653313391317,1.935462148522262
2023-02-01,-1.3566666666666667,-1.22,-1.24,-0.1166666666666667,0.020000000000000018,9.568001809101824,2.0066196898311355
2023-03-01,-1.5033333333333332,-1.338125,-1.326,-0.17733333333333312,-0.012124999999999941,9.548803817623813,2.045652231140009
2023-04-01,-1.4866666666666666,-1.32375,-1.298,-0.18866666666666654,-0.02574999999999994,9.518272492812468,2.071059772448882
2023-05-01,-1.6966666666666665,-1.5074999999999998,-1.502,-0.19466666666666654,-0.005499999999999838,9.481741168001122,2.1167173137577557
2023-06-01,-1.8033333333333335,-1.62625,-1.6219999999999999,-0.18133333333333357,-0.004250000000000087,9.45854317652311,2.163624855066629
2023-08-01,-1.9033333333333333,-1.72375,-1.716,-0.18733333333333335,-0.007749999999999924,9.429345185045097,2.2070323963755025
2023-09-01,-1.7866666666666668,-1.6437499999999998,-1.6400000000000001,-0.14666666666666672,-0.003749999999999698,9.440813860233751,2.254439937684376
2023-10-01,-1.5716666666666665,-1.443125,-1.448,-0.12366666666666659,0.004874999999999963,9.475282535422407,2.3104724789932494
2023-11-01,-1.32,-1.22875,-1.24,-0.08000000000000007,0.011249999999999982,9.553417877277727,2.3728800203021225
2024-01-01,-1.1533333333333333,-1.0074999999999998,-1.02,-0.1333333333333333,0.012500000000000178,9.578219885799715,2.436537561610996
2024-02-01,-1.0433333333333332,-0.91125,-0.8640000000000001,-0.17933333333333312,-0.0472499999999999,9.557021894321704,2.440445102919869
2024-03-01,-0.8733333333333334,-0.71875,-0.624,-0.2493333333333334,-0.09475,9.465823902843692,2.3968526442287423
2024-04-01,-0.8250000000000001,-0.641875,-0.5199999999999999,-0.30500000000000016,-0.12187500000000007,9.318959244699013,2.3261351855376153
2024-06-01,-1.03,-0.835,-0.714,-0.31600000000000006,-0.121,9.161094586554334,2.2562927268464885
2024-07-01,-1.22,-1.04375,-0.992,-0.22799999999999998,-0.05174999999999996,9.091229928409655,2.255700268155362
2024-08-01,-1.3499999999999999,-1.201371951219512,-1.052,-0.2979999999999998,-0.14937195121951197,8.951365270264978,2.157485858244723
2024-09-01,-1.5466666666666669,-1.3371189024390244,-1.2440000000000002,-0.30266666666666664,-0.09311890243902421,8.806833945453633,2.1155244971145724
2024-11-01,-1.5899999999999999,-1.435,-1.3220000000000003,-0.26799999999999957,-0.11299999999999977,8.696969287308955,2.053682038423446
2025-01-01,-1.2766666666666666,-1.1487500000000002,-1.092,-0.18466666666666653,-0.05675000000000008,8.67043796249761,2.048089579732319
2025-02-01,-1.16,-1.0275,-0.924,-0.23599999999999988,-0.10350000000000004,8.592573304352932,1.9957471210411923
2025-03-01,-1.1700000000000002,-1.06,-0.9099999999999999,-0.26000000000000023,-0.15000000000000013,8.490708646208253,1.8969046623500654
2025-04-01,-1.3699999999999999,-1.2,-1.084,-0.2859999999999998,-0.11599999999999988,8.362843988063574,1.8320622036589387
2025-05-01,-1.5133333333333334,-1.33875,-1.2440000000000002,-0.2693333333333332,-0.09474999999999989,8.251645996585562,1.788469744967812
2025-06-01,-1.6900000000000002,-1.49,-1.4040000000000001,-0.28600000000000003,-0.08599999999999985,8.123781338440883,1.7536272862766853
2025-08-01,-1.8816666666666666,-1.7643749999999998,-1.674,-0.20766666666666667,-0.09037499999999987,8.074250013629538,1.7144098275855586
2025-10-01,-1.8816666666666666,-1.765625,-1.722,-0.15966666666666662,-0.043625000000000025,8.072718688818192,1.7219423688944318
2025-12-01,-1.46,-1.345,-1.346,-0.11399999999999988,0.001000000000000112,8.116854030673514,1.774099910203305
2026-01-01,-1.1933333333333334,-1.005,-0.9920000000000002,-0.20133333333333314,-0.012999999999999678,8.073656039195502,1.8122574515121785
2026-02-01,-1.1183333333333334,-0.969375,-0.914,-0.20433333333333337,-0.05537499999999995,8.02745804771749,1.8080399928210518
