Date,Control,Zone,BACI_raw,BACI_corrected,CWB
2025-04-01,Forest,Edge,-0.07450000000000001,0.1736288592530679,-48.07582138279078
2025-05-01,Forest,Edge,-0.0475000000000001,0.15687375208986415,-112.53382312230526
2025-06-01,Forest,Edge,-0.056499999999999995,0.12581626713241864,-145.70822304610275
2025-07-01,Forest,Edge,-0.009499999999999842,0.10299914433820107,-247.79387356287964
2025-08-01,Forest,Edge,0.05250000000000021,0.10050276695641969,-342.24042377802414
2025-09-01,Forest,Edge,0.0405000000000002,0.13366433610508557,-278.3657314576027
2025-10-01,Forest,Edge,0.0824999999999998,0.18298015861263048,-269.08887586350437
2025-11-01,Forest,Edge,0.04849999999999999,0.24547138826805934,-131.10577747236505
2025-12-01,Forest,Edge,-0.0040000000000000036,0.26491597922518995,-28.519615546867342
2026-01-01,Forest,Edge,-0.05999999999999983,0.22958958291626083,-2.1280754936015e-12
2011-01-01,Climate,Impact,-0.44800000000000006,-0.4987192327442078,-321.03443463434746
2011-02-01,Climate,Impact,-0.44399999999999984,-0.4809101279398674,-277.91655544150296
2011-03-01,Climate,Impact,-0.44000000000000017,-0.4835849815481692,-295.7800111408686
2011-04-01,Climate,Impact,-0.3939999999999999,-0.4537053482238119,-341.4593212222198
2011-05-01,Climate,Impact,-0.4139999999999999,-0.4800450323333005,-358.18979432755225
2011-06-01,Climate,Impact,-0.3540000000000001,-0.4394054625538757,-413.48198835348524
2011-07-01,Climate,Impact,-0.3523360655737704,-0.46075828154176013,-479.69134652941193
2012-10-01,Climate,Impact,-0.5599999999999999,-0.679610674924139,-481.1526213153846
2012-11-01,Climate,Impact,-0.6499999999999999,-0.7347459745265944,-375.5652892816795
2012-12-01,Climate,Impact,-0.7,-0.7545697374750682,-283.95735871607377
2013-01-01,Climate,Impact,-0.67,-0.7154185048222643,-254.65883331073564
2013-02-01,Climate,Impact,-0.574,-0.6108955945070009,-227.22446569946703
2013-03-01,Climate,Impact,-0.5779999999999998,-0.5971964711921551,-172.77322504152863
2013-04-01,Climate,Impact,-0.5259999999999999,-0.5539152658816432,-196.4929496012728
2013-05-01,Climate,Impact,-0.494,-0.537527633756774,-240.7343747783176
2013-06-01,Climate,Impact,-0.44399999999999995,-0.5146231198404347,-318.9755614044127
2013-07-01,Climate,Impact,-0.42600000000000016,-0.5296547377995463,-414.8978339280689
2013-08-01,Climate,Impact,-0.4039999999999998,-0.524182018963599,-461.78441099607323
2013-09-01,Climate,Impact,-0.4305843621399177,-0.5554604251919308,-473.5631782574557
2014-04-01,Climate,Impact,-0.49399999999999994,-0.5112108316138392,-139.44432197035428
2014-05-01,Climate,Impact,-0.448,-0.4654720553871853,-138.14072476725775
2014-06-01,Climate,Impact,-0.3740000000000001,-0.4146259190183026,-204.68758544442966
2014-07-01,Climate,Impact,-0.3700000000000001,-0.4388139032440686,-286.23937161711905
2014-08-01,Climate,Impact,-0.3780000000000001,-0.44607818671057936,-281.90868362202747
2014-09-01,Climate,Impact,-0.33000000000000007,-0.426969716269685,-365.47851805068854
2014-10-01,Climate,Impact,-0.41800000000000004,-0.4855718431436577,-276.1799008607957
2014-11-01,Climate,Impact,-0.43599999999999994,-0.49989953793761166,-263.1367028452089
2014-12-01,Climate,Impact,-0.45799999999999985,-0.5120843305403479,-231.9375304241049
2015-01-01,Climate,Impact,-0.5060000000000001,-0.5471903429816223,-191.53469547523378
2015-02-01,Climate,Impact,-0.46199999999999986,-0.5042658844507618,-192.57779497890985
2015-03-01,Climate,Impact,-0.486,-0.5250459753814581,-181.08466431509203
2015-04-01,Climate,Impact,-0.44200000000000006,-0.4912763428415551,-209.2890458626231
2015-05-01,Climate,Impact,-0.4700000000000001,-0.5108134879025263,-182.1021426618302
2015-06-01,Climate,Impact,-0.4059999999999999,-0.4739936095084362,-260.5944328362632
2015-07-01,Climate,Impact,-0.3860000000000001,-0.4723515382379025,-312.9816111720056
2015-08-01,Climate,Impact,-0.4340650406504063,-0.5351180727421118,-354.4512940101497
2015-11-01,Climate,Impact,-0.5639999999999998,-0.654091563734576,-315.55549264296934
2015-12-01,Climate,Impact,-0.6758,-0.6968152776586786,-108.53573403012354
2016-01-01,Climate,Impact,-0.5640000000000001,-0.5617449017909124,-37.34738663821993
2016-02-01,Climate,Impact,-0.5619999999999999,-0.5457752690923982,6.246759762092367
2016-03-01,Climate,Impact,-0.584,-0.5650164333813225,16.441227738844372
2016-04-01,Climate,Impact,-0.586,-0.5603537723788462,38.35645644933979
2016-05-01,Climate,Impact,-0.486,-0.47769320161340345,-11.008954780171806
2016-06-01,Climate,Impact,-0.5700000000000001,-0.5774434712865049,-55.590230985232
2016-07-01,Climate,Impact,-0.47,-0.49518379669610335,-106.14505358000129
2016-08-01,Climate,Impact,-0.4600000000000002,-0.5039555252622334,-159.69063967566208
2016-09-01,Climate,Impact,-0.43799999999999994,-0.4824446327356339,-158.99385912327696
2016-10-01,Climate,Impact,-0.45799999999999996,-0.5163187457487635,-198.07808845437594
2016-11-01,Climate,Impact,-0.4859999999999999,-0.5309438694401826,-156.24851366583692
2016-12-01,Climate,Impact,-0.42599999999999993,-0.4599347659948647,-121.50719338476532
