spec,window_start,window_end,window_years,n_obs,n_wells,delta_0_mm_yr,delta_0_se,L_m,L_se,c_mm_yr,c_se,far_field_observed_mm_yr,n_far_field_wells,panel_max_dist_m,at_bound,reach_exceeds_panel,usable
forest_free,2006-04,2026-02,19.838466803559207,10843,61,-31.418891739318962,1.9739207339070186,893.7016151184891,48.02774007177494,0.7371690256890244,0.5517354849898056,-5.540617142552794,41,2338.0,False,False,True
forest_free,2006-05,2026-02,19.756331279945243,10832,61,-31.42798551277116,2.0155105932426767,893.6996884409082,51.44437920991472,0.8772207684206386,0.5480022555171942,-5.540617142552794,41,2338.0,False,False,True
forest_free,2006-06,2026-02,19.67145790554415,10813,61,-31.318393840479775,1.9757902251905008,893.7126829522446,48.30057629866211,1.1692600565786533,0.5523903060868874,-5.540617142552794,41,2338.0,False,False,True
forest_free,2006-07,2026-02,19.589322381930184,10794,61,-30.994185324282572,2.024094921909697,893.6972285336298,52.50648350535636,1.3436925756074927,0.5488404156274237,-5.540617142552794,41,2338.0,False,False,True
forest_free,2006-08,2026-02,19.50444900752909,10775,61,-30.561838285784784,2.0301649674022153,893.699901851118,53.4735264209075,1.472200515308784,0.54959389571383,-5.540617142552794,41,2338.0,False,False,True
forest_free,2006-09,2026-02,19.419575633127995,10756,61,-30.279942070873815,2.037594759055112,885.8902578993888,53.32422957705956,1.6937673493298662,0.5490059426533055,-5.540617142552794,41,2338.0,False,False,True
forest_free,2006-10,2026-02,19.33744010951403,10737,61,-30.002315727881694,2.0448092941037386,879.6451884224662,53.133217554954506,1.7987707514270372,0.5500714440659262,-5.540617142552794,41,2338.0,False,False,True
forest_free,2006-11,2026-02,19.252566735112936,10718,61,-29.78202151592761,2.051724979028041,874.7162748734602,53.0307358708711,1.944816140700632,0.5510928347924007,-5.540617142552794,41,2338.0,False,False,True
forest_free,2006-12,2026-02,19.170431211498972,10699,61,-29.62078498763256,2.0580703162389016,869.8068221857255,52.80973221747223,2.1278426987063814,0.5520086072089292,-5.540617142552794,41,2338.0,False,False,True
forest_free,2007-01,2026-02,19.085557837097877,10680,61,-29.584375857579683,2.0646804035638904,864.376699310464,52.29383133050714,2.2922630619052913,0.5529704406079572,-2.5347191940550613,41,2338.0,False,False,True
